
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
5,-37.56,13.32,27.94,1.08,1.0,1.24,25.35,-53.57,15.99,-0.01
6,-37.56,13.41,27.94,1.08,1.0,1.38,25.35,-53.57,15.99,-0.01
7,-37.56,13.41,27.36,1.51,1.0,1.38,26.03,-53.57,15.99,-0.18
8,-39.1,13.41,27.36,1.51,0.22,1.38,26.03,-54.49,15.99,-0.18
9,-39.1,13.41,26.1,1.51,0.22,1.26,26.03,-54.49,16.23,-0.18
10,-39.1,13.41,26.1,2.65,0.22,1.26,26.94,-59.53,16.23,-1.07
11,-45.74,13.41,26.1,2.65,-0.61,1.26,26.94,-59.53,16.33,-1.07
12,-45.74,14.46,25.3,2.65,-0.61,0.12,26.94,-59.53,16.33,-1.06
13,-45.74,14.46,25.3,4.46,-0.61,0.12,30.8,-59.53,16.33,-1.06
14,-52.11,17.43,25.3,4.46,-2.8,0.12,30.8,-61.11,15.47,-1.06
15,-52.11,17.43,32.97,4.46,-2.8,-11.52,26.87,-61.11,15.47,-0.09
16,-52.11,17.43,32.97,5.73,-2.8,-11.52,26.87,-60.71,15.47,-0.09
17,-62.77,17.13,32.97,5.73,-6.44,-11.52,26.87,-60.71,12.95,-0.09
18,-62.77,17.13,45.72,5.73,-6.44,-26.99,26.87,-60.71,12.95,-0.09
19,-62.77,17.13,45.72,-2.83,-6.44,-26.99,23.4,-60.71,12.95,-0.3
20,-46.64,17.13,45.72,-2.83,-11.02,-26.99,23.4,-45.86,12.95,-0.3
21,-46.64,18.84,47.21,-2.83,-11.02,-46.68,23.4,-45.86,6.54,-0.3
22,-46.64,18.84,47.21,-11.03,-11.02,-46.68,19.71,-24.57,6.54,6.7
23,-14.81,18.84,47.21,-11.03,-18.48,-46.68,19.71,-24.57,-2.21,6.7
24,-14.81,20.71,36.8,-11.03,-18.48,-41.64,19.71,-24.57,-2.21,-0.26

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-41.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-40.99,12.92,22.91,1.28,0.71,0.42,29.2,-61.05,12.27,0.0
4,-40.99,13.19,20.57,1.28,0.71,0.65,32.78,-61.05,12.27,-0.6
5,-54.27,13.19,20.57,2.06,0.71,0.65,32.78,-66.63,12.27,-0.6
6,-54.27,15.78,20.57,2.06,-0.81,-2.11,32.78,-66.63,12.4,-0.6
7,-54.27,15.78,20.33,2.06,-0.81,-2.11,36.18,-66.63,12.4,-1.82
8,-54.27,15.78,20.33,4.32,-0.81,-2.11,36.18,-68.12,12.4,-1.82
9,-57.9,17.67,20.33,4.32,-2.11,-2.11,36.18,-68.12,11.17,-1.82
10,-57.9,17.67,33.78,4.32,-2.11,-12.57,36.18,-68.12,11.17,-2.08
11,-64.14,17.67,33.78,0.83,-2.85,-12.57,29.32,-61.93,11.17,-2.08
12,-64.14,18.99,33.78,0.83,-2.85,-32.23,29.32,-61.93,8.35,-2.08
13,-64.14,18.99,33.78,0.83,-2.85,-32.23,29.32,-61.93,8.35,3.26
14,-33.65,18.99,41.24,-8.62,-2.85,-32.23,23.41,-45.84,8.35,3.26
15,-33.65,22.3,41.24,-8.62,-2.51,-32.23,23.41,-45.84,1.77,3.26
16,-33.65,22.3,42.08,-8.62,-2.51,-42.24,23.41,-45.84,1.77,4.82
17,-20.12,22.3,42.08,-21.51,-2.51,-42.24,26.32,-30.6,1.77,4.82
18,-20.12,17.82,42.08,-21.51,-8.02,-42.24,26.32,-30.6,-4.22,4.82
19,-20.12,17.82,26.6,-21.51,-8.02,-36.54,36.65,-30.6,-4.22,-0.2
20,-7.07,17.82,26.6,-30.44,-8.02,-36.54,36.65,-19.93,-4.22,-0.2
21,-7.07,20.01,26.6,-30.44,-5.14,-36.54,36.65,-19.93,-9.02,-0.2
22,-7.07,20.01,17.39,-30.44,-5.14,-11.45,49.04,-19.93,-9.02,2.26
23,0.52,20.01,17.39,-36.85,2.5,-11.45,49.04,-9.89,-9.02,2.26
24,0.52,16.58,17.39,-36.85,2.5,14.93,49.04,-9.89,-9.45,2.26

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-41.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41.48,11.98,23.64,0.92,0.78,1.11,26.95,-60.59,0.0,0.0
4,-41.48,12.35,24.24,0.92,0.78,0.47,27.23,-60.59,10.41,0.44
5,-38.99,12.35,24.24,1.2,1.1,0.47,27.23,-58.95,10.41,0.44
6,-38.99,12.3,24.24,1.2,1.1,1.55,27.23,-58.95,10.55,-0.25
7,-38.99,12.3,23.16,1.37,1.1,1.55,27.91,-59.79,10.55,-0.25
8,-40.8,12.3,23.16,1.37,-0.19,1.55,27.91,-59.79,11.0,-0.25
9,-40.8,12.25,19.13,1.37,-0.19,3.64,27.91,-59.79,11.0,-0.16
10,-40.8,12.25,19.13,2.66,-0.19,3.64,31.61,-59.79,11.0,-0.16
11,-49.94,12.25,19.13,2.66,-2.61,3.64,31.61,-68.79,11.72,-0.16
12,-49.94,14.04,19.13,2.66,-2.61,5.72,31.61,-68.79,11.72,-2.6
13,-49.94,14.04,11.03,10.73,-2.61,5.72,50.41,-68.79,11.72,-2.6
14,-80.5,11.88,11.03,10.73,-6.14,5.72,50.41,-76.7,12.19,-2.6
15,-80.5,11.88,33.53,10.73,-6.14,-9.06,50.41,-76.7,12.19,-0.22
16,-80.5,11.88,33.53,10.59,-6.14,-9.06,20.95,-63.56,12.19,-0.22
17,-63.11,9.92,33.53,10.59,-0.85,-9.06,20.95,-63.56,8.66,-0.22
18,-63.11,9.92,49.36,10.59,-0.85,-38.8,20.95,-63.56,8.66,-0.05
19,-63.11,9.92,49.36,-0.46,-0.85,-38.8,12.36,-42.75,8.66,-0.05
20,-42.62,9.92,49.36,-0.46,0.2,-38.8,12.36,-42.75,2.07,-0.05
21,-42.62,11.46,49.75,-0.46,0.2,-50.4,12.36,-42.75,2.07,4.28
22,-42.62,11.46,49.75,-21.73,0.2,-50.4,12.82,-25.02,2.07,4.28
23,-11.43,15.23,49.75,-21.73,-4.51,-50.4,12.82,-25.02,-6.38,4.28
24,-11.43,15.23,36.78,-21.73,-4.51,-41.38,12.82,-25.02,-6.38,0.04

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-45.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-45.14,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-46.59,7.98,15.92,1.47,2.66,2.26,26.68,-71.75,0.0,0.0
4,-46.59,8.26,14.5,1.47,0.72,1.6,28.28,-71.75,15.59,-0.18
5,-50.14,8.26,14.5,2.76,0.72,1.6,28.28,-73.61,15.59,-0.18
6,-50.14,9.36,14.5,2.76,-1.72,4.85,28.28,-73.61,15.93,-0.18
7,-50.14,9.36,-7.61,3.95,-1.72,4.85,59.25,-73.61,15.93,-3.3
8,-81.45,9.36,-7.61,3.95,-1.72,4.85,59.25,-92.55,15.93,-3.3
9,-81.45,5.96,-7.61,3.95,-11.9,4.85,59.25,-92.55,16.73,-3.3
10,-81.45,5.96,15.73,3.95,-11.9,-8.49,45.19,-92.55,16.73,-0.12
11,-85.0,5.96,15.73,24.98,-11.9,-8.49,45.19,-78.42,16.73,-0.12
12,-85.0,8.76,15.73,24.98,-5.73,-8.49,45.19,-78.42,14.19,-0.12
13,-85.0,8.76,32.39,24.98,-5.73,-34.17,17.45,-78.42,14.19,0.45
14,-49.42,8.76,32.39,22.2,-5.73,-34.17,17.45,-52.19,14.19,0.45
15,-49.42,2.61,32.39,22.2,-0.38,-60.9,17.45,-52.19,6.45,0.45
16,-49.42,2.61,62.2,-5.79,-0.38,-60.9,4.02,-52.19,6.45,7.66
17,-22.46,2.61,62.2,-5.79,3.11,-60.9,4.02,-24.98,6.45,7.66
18,-22.46,8.16,62.2,-5.79,3.11,-50.81,4.02,-24.98,-2.42,3.98
19,-22.46,8.16,32.52,-41.56,3.11,-50.81,15.5,-13.43,-2.42,3.98
20,0.46,8.16,32.52,-41.56,3.11,-50.81,15.5,-13.43,-2.42,3.98
21,0.46,8.01,32.52,-41.56,-15.52,-37.37,15.5,-13.43,-10.89,3.98
22,0.46,8.01,32.26,-41.56,-15.52,-37.37,12.06,-13.43,-10.89,0.05
23,5.75,8.01,32.26,-51.6,-15.52,-37.37,12.06,8.34,-10.89,0.05
24,5.75,6.85,32.26,-51.6,-15.46,-1.4,12.06,8.34,-15.73,2.54

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-41.9,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-42.1,17.28,19.86,1.23,1.4,1.2,41.28,0.0,0.0,0.0
4,-40.64,17.25,20.74,0.92,-0.56,1.36,41.28,-63.38,6.37,-0.26
5,-41.06,17.25,20.74,0.94,-0.56,1.36,39.48,-63.38,6.37,-0.26
6,-41.06,17.25,20.74,0.94,1.17,1.36,39.48,-63.68,6.58,-0.26
7,-41.06,17.4,20.74,0.94,1.17,1.16,39.48,-63.68,6.58,0.11
8,-40.25,17.4,20.09,1.03,1.17,1.16,40.73,-63.68,6.58,0.11
9,-40.25,16.34,20.09,1.03,0.48,1.16,40.73,-63.49,6.88,0.11
10,-40.25,16.34,20.09,1.03,0.48,2.65,40.73,-63.49,6.88,-0.1
11,-40.07,16.34,17.47,1.61,0.48,2.65,41.23,-63.49,6.88,-0.1
12,-40.07,16.43,17.47,1.61,5.94,5.23,41.23,-67.37,7.42,-0.1
13,-40.07,16.43,6.57,1.61,5.94,5.23,41.23,-67.37,7.42,-4.13
14,-70.95,16.43,6.57,9.62,5.94,5.23,64.16,-83.65,7.42,-4.13
15,-70.95,21.38,6.57,9.62,1.41,5.23,64.16,-83.65,8.45,-4.13
16,-70.95,21.38,16.27,9.62,1.41,-6.41,64.16,-83.65,8.45,-0.28
17,-77.52,21.38,16.27,14.19,-3.68,-6.41,59.7,-75.85,8.45,-0.28
18,-77.52,21.41,16.27,14.19,-3.68,-28.22,59.7,-75.85,6.2,-0.28
19,-77.52,21.41,44.83,14.19,-3.68,-28.22,26.63,-75.85,6.2,-0.14
20,-58.73,21.41,44.83,9.62,-3.68,-28.22,26.63,-52.95,6.2,-0.14
21,-58.73,20.68,44.83,9.62,-2.05,-48.5,26.63,-52.95,-0.65,-0.14
22,-58.73,20.68,52.5,9.62,-2.05,-48.5,19.73,-52.95,-0.65,3.65
23,-21.8,20.68,52.5,6.2,3.05,-48.5,19.73,-29.18,-0.65,3.65
24,-21.8,14.83,52.5,6.2,3.05,-55.96,19.73,-29.18,-10.44,3.65

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-41.44,16.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41.41,16.04,21.52,1.04,0.58,0.97,36.65,-62.72,0.0,0.0
4,-41.36,16.52,21.32,1.04,0.92,0.75,36.65,-62.72,9.24,-0.32
5,-41.36,16.52,21.32,1.27,0.92,0.75,37.72,-62.44,9.24,-0.32
6,-40.84,16.52,21.32,1.27,0.34,0.75,37.72,-62.44,9.35,-0.32
7,-40.84,16.11,21.73,1.27,0.34,0.85,37.72,-62.44,9.35,-0.08
8,-40.84,16.11,21.73,1.19,0.34,0.85,36.58,-62.02,9.35,-0.08
9,-41.65,16.32,21.73,1.19,0.21,0.93,36.58,-62.02,9.5,-0.08
10,-41.65,16.32,20.87,1.01,0.21,0.93,37.93,-62.02,9.5,-0.24
11,-39.63,16.32,20.87,1.01,0.21,0.93,37.93,-62.63,9.5,-0.24
12,-39.63,15.99,20.87,1.01,1.14,1.23,37.93,-62.63,9.67,-0.24
13,-39.63,15.99,19.9,1.01,1.14,1.23,38.34,-62.63,9.67,-0.01
14,-40.74,15.99,19.9,1.14,-0.01,1.23,38.34,-63.65,9.67,-0.01
15,-40.74,15.51,19.9,1.14,-0.01,1.23,38.34,-63.65,10.06,-0.01
16,-40.74,15.51,11.3,1.14,-0.01,3.47,52.45,-63.65,10.06,-2.24
17,-65.45,15.51,11.3,2.92,-0.01,3.47,52.45,-80.09,10.06,-2.24
18,-65.45,23.24,11.3,2.92,-10.85,3.47,52.45,-80.09,10.92,-2.24
19,-65.45,23.24,9.63,2.92,-10.85,6.77,74.48,-80.09,10.92,-0.0
20,-67.77,23.24,9.63,17.69,-10.85,6.77,74.48,-84.09,10.92,-0.0
21,-67.77,18.83,9.63,17.69,1.56,6.77,74.48,-84.09,9.97,-0.0
22,-67.77,18.83,30.85,17.69,1.56,-22.53,34.94,-84.09,9.97,-0.7
23,-65.44,18.83,30.85,18.98,1.56,-22.53,34.94,-64.08,9.97,-0.7
24,-65.44,18.94,30.85,18.98,-9.51,-22.53,34.94,-64.08,5.89,-0.7

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-41.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-41.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41.37,19.32,16.89,1.04,0.9,0.76,48.65,-67.11,0.0,0.0
4,-40.8,19.08,16.7,1.04,0.49,1.33,48.65,-67.11,10.9,-0.27
5,-40.51,19.08,16.7,1.37,0.31,1.33,48.24,-68.07,10.9,-0.27
6,-40.51,18.34,16.7,1.37,0.31,1.33,48.24,-68.07,11.18,-0.27
7,-40.51,18.34,13.96,1.37,0.31,2.48,51.74,-68.07,11.18,-0.02
8,-44.06,18.34,13.96,2.5,0.31,2.48,51.74,-73.24,11.18,-0.02
9,-44.06,18.34,13.96,2.5,-1.04,2.48,51.74,-73.24,11.59,-0.02
10,-44.06,20.69,4.79,2.5,-1.04,3.44,73.11,-73.24,11.59,-3.59
11,-61.08,20.69,4.79,7.04,-3.74,3.44,73.11,-86.47,11.59,-3.59
12,-61.08,24.1,4.79,7.04,-3.74,3.44,73.11,-86.47,11.95,-3.59
13,-61.08,24.1,7.77,7.04,-3.74,-1.78,77.3,-86.47,11.95,-0.3
14,-69.86,24.1,7.77,17.45,-3.74,-1.78,77.3,-80.67,11.95,-0.3
15,-69.86,25.29,7.77,17.45,-2.64,-1.78,77.3,-80.67,10.04,-0.3
16,-69.86,25.29,31.66,17.45,-2.64,-20.64,42.79,-80.67,10.04,-0.02
17,-61.88,25.29,31.66,15.52,-2.64,-20.64,42.79,-62.67,10.04,-0.02
18,-61.88,22.59,31.66,15.52,-6.81,-39.85,42.79,-62.67,5.63,-0.02
19,-61.88,22.59,47.47,3.25,-6.81,-39.85,27.13,-62.67,5.63,4.28
20,-34.29,22.59,47.47,3.25,-2.57,-39.85,27.13,-42.42,-2.23,4.28
21,-34.29,20.85,47.47,3.25,-2.57,-47.58,27.13,-42.42,-2.23,4.28
22,-34.29,20.85,44.31,3.25,-2.57,-47.58,24.82,-42.42,-2.23,-0.18
23,-7.98,20.85,44.31,-16.38,3.1,-47.58,24.82,-20.8,-2.23,-0.18
24,-7.98,20.03,44.31,-16.38,3.1,-35.19,24.82,-20.8,-8.86,-0.18

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-43.7,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-44.15,16.81,14.54,1.28,0.61,0.99,48.77,-70.83,0.0,0.0
4,-42.35,16.49,13.27,1.28,0.82,1.22,48.77,-70.83,6.65,-0.19
5,-42.35,16.49,13.27,1.57,0.82,1.22,50.15,-73.25,6.65,-0.19
6,-44.18,16.49,13.27,1.57,-0.2,1.22,50.15,-73.25,6.97,-0.19
7,-44.18,15.99,10.24,1.57,-0.2,2.24,50.15,-73.25,6.97,-0.69
8,-50.6,15.99,10.24,3.29,-0.2,2.24,55.97,-79.26,6.97,-0.69
9,-50.6,17.26,10.24,3.29,-2.94,2.24,55.97,-79.26,7.35,-0.69
10,-50.6,17.26,-3.59,3.29,-2.94,2.57,82.02,-79.26,7.35,-4.08
11,-50.6,17.26,-3.59,10.63,-2.94,2.57,82.02,-90.65,7.35,-4.08
12,-71.49,18.91,-3.59,10.63,-3.68,-5.06,82.02,-90.65,7.62,-4.08
13,-71.49,18.91,12.38,21.59,-3.68,-5.06,62.44,-90.65,7.62,1.04
14,-64.22,18.91,12.38,21.59,-0.66,-5.06,62.44,-73.02,7.62,1.04
15,-64.22,18.91,12.38,21.59,-0.66,-5.06,62.44,-73.02,4.72,1.04
16,-64.22,18.65,32.77,21.59,-0.66,-27.2,31.71,-73.02,4.72,1.93
17,-64.22,18.65,32.77,15.27,-0.66,-27.2,31.71,-56.91,4.72,1.93
18,-56.0,17.93,32.77,15.27,-1.57,-27.2,31.71,-56.91,-0.33,1.93
19,-56.0,17.93,40.81,15.27,-1.57,-43.12,25.19,-56.91,-0.33,3.49
20,-32.12,17.93,40.81,-2.58,-1.57,-43.12,25.19,-41.13,-0.33,3.49
21,-32.12,19.96,40.81,-2.58,-0.78,-49.08,25.19,-41.13,-8.36,3.49
22,-32.12,19.96,43.87,-2.58,-0.78,-49.08,24.66,-41.13,-8.36,2.42
23,-6.25,19.96,43.87,-21.12,-0.78,-49.08,24.66,-23.52,-8.36,2.42
24,-6.25,20.74,43.87,-21.12,3.52,-38.89,24.66,-23.52,-16.45,1.77
