
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
3,-18.32,38.85,20.44,-0.79,1.45,1.27,62.21,-41.93,18.46,0.27
4,-18.91,38.54,20.63,-0.79,1.45,1.27,62.21,-41.93,18.46,0.27
5,-18.91,38.54,20.63,-0.44,1.82,0.96,62.24,-42.86,18.46,0.27
6,-18.91,38.54,20.63,-0.44,1.82,0.96,62.24,-42.86,18.62,0.84
7,-18.44,38.62,20.51,-0.45,1.82,0.96,62.24,-42.86,18.62,0.84
8,-18.44,38.62,20.51,-0.45,1.6,1.04,62.11,-41.88,18.62,0.84
9,-18.23,38.62,20.51,-0.45,1.6,1.04,62.11,-41.88,18.77,0.54
10,-18.23,38.9,20.79,-0.44,1.34,1.04,62.11,-41.88,18.77,0.54
11,-18.23,38.9,20.79,-0.44,1.34,1.01,61.84,-41.32,18.92,0.54
12,-18.16,38.79,20.79,-0.44,1.34,1.01,61.84,-41.32,18.92,0.01
13,-18.16,38.79,20.51,-0.54,1.7,1.05,61.84,-41.32,18.92,0.01
14,-18.16,38.79,20.51,-0.54,1.7,1.05,62.05,-41.28,19.11,0.01
15,-17.98,38.57,20.51,-0.54,1.7,1.05,62.05,-41.28,19.11,0.32
16,-17.98,38.57,19.41,-0.23,1.96,1.05,62.05,-41.28,19.11,0.32
17,-17.98,38.57,19.41,-0.23,1.96,1.17,63.12,-42.62,19.31,0.3
18,-16.84,39.68,20.57,-0.23,1.96,1.17,63.12,-42.62,19.31,0.3
19,-16.84,39.68,20.57,0.26,2.2,1.57,62.56,-42.62,19.31,0.3
20,-16.84,39.68,20.57,0.26,2.2,1.57,62.56,-39.28,19.52,0.0
21,-21.67,40.99,18.37,0.26,2.2,1.57,62.56,-39.28,19.52,0.0
22,-21.67,40.99,18.37,-0.11,-2.64,4.25,64.9,-39.28,19.52,0.0
23,-21.67,40.99,18.37,-0.11,-2.64,4.25,64.9,-49.57,20.12,-0.2
24,-33.55,39.43,15.82,0.06,-2.64,4.25,64.9,-49.57,20.12,-0.2

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-25.78,34.76,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-25.78,34.76,21.0,-1.13,1.6,1.59,0.0,0.0,0.0,0.0
3,-25.78,34.76,21.0,-1.13,1.6,1.59,59.13,-51.73,18.64,-0.09
4,-26.1,34.5,20.36,-1.13,1.6,1.59,59.13,-51.73,18.64,-0.09
5,-26.1,34.5,20.36,-1.5,1.49,1.33,59.33,-51.73,18.64,-0.09
6,-26.1,34.5,20.36,-1.5,1.49,1.33,59.33,-52.27,18.84,-0.29
7,-25.85,34.43,20.36,-1.19,1.49,1.33,59.33,-52.27,18.84,-0.29
8,-25.85,34.43,19.85,-1.19,1.44,1.06,60.24,-52.27,18.84,-0.29
9,-25.85,34.43,19.85,-1.19,1.44,1.06,60.24,-52.4,19.04,-0.11
10,-26.59,34.58,20.1,-1.07,1.13,1.06,60.24,-52.4,19.04,-0.11
11,-26.59,34.58,20.1,-1.07,1.13,1.07,59.9,-52.67,19.17,-0.11
12,-25.72,34.58,20.1,-1.07,1.13,1.07,59.9,-52.67,19.17,0.62
13,-25.72,34.83,19.78,-0.9,1.25,1.07,59.9,-52.67,19.17,0.62
14,-25.72,34.83,19.78,-0.9,1.25,1.07,60.28,-52.9,19.32,0.02
15,-25.51,34.97,19.78,-0.9,1.25,1.07,60.28,-52.9,19.32,0.02
16,-25.51,34.97,20.13,-0.87,0.84,0.93,60.28,-52.9,19.32,0.02
17,-25.51,34.97,20.13,-0.87,0.84,0.93,60.16,-52.73,19.47,-0.14
18,-25.71,35.76,18.88,-0.87,0.84,0.93,60.16,-52.73,19.47,-0.14
19,-25.71,35.76,18.88,-1.16,0.56,0.66,61.97,-52.73,19.47,-0.14
20,-25.71,35.76,18.88,-1.16,0.56,0.66,61.97,-53.87,19.57,-0.0
21,-33.31,36.8,12.36,-0.42,0.56,0.66,61.97,-53.87,19.57,-0.0
22,-33.31,36.8,12.36,-0.42,-6.51,0.22,72.86,-74.23,19.57,-0.0
23,-33.31,36.8,12.36,-0.42,-6.51,0.22,72.86,-74.23,19.7,-0.11
24,-32.1,35.38,-3.22,4.51,-6.51,0.22,72.86,-74.23,19.7,-0.11

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-22.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-22.39,34.01,23.57,-1.04,1.08,0.0,0.0,0.0,0.0,0.0
3,-22.39,34.01,23.57,-1.04,1.08,1.11,55.07,-43.62,17.26,0.0
4,-22.32,34.19,23.57,-1.04,1.08,1.11,55.07,-43.62,17.26,-0.19
5,-22.32,34.19,24.51,-0.54,1.47,1.15,55.07,-43.62,17.26,-0.19
6,-22.32,34.19,24.51,-0.54,1.47,1.15,54.64,-42.8,17.43,-0.3
7,-22.97,34.43,23.68,-0.54,1.47,1.15,54.64,-42.8,17.43,-0.3
8,-22.97,34.43,23.68,-0.6,1.47,0.85,54.64,-42.8,17.43,-0.3
9,-22.97,34.43,23.68,-0.6,1.47,0.85,55.21,-43.61,17.63,-0.21
10,-23.39,33.95,23.71,-0.72,1.47,0.85,55.21,-43.61,17.63,-0.21
11,-23.39,33.95,23.71,-0.72,1.58,0.8,54.83,-43.41,17.63,-0.21
12,-23.0,33.95,23.71,-0.72,1.58,0.8,54.83,-43.41,17.79,-0.27
13,-23.0,34.24,24.28,-1.02,1.32,0.8,54.83,-43.41,17.79,-0.27
14,-23.0,34.24,24.28,-1.02,1.32,1.21,54.67,-43.62,17.79,-0.27
15,-21.88,34.24,24.28,-1.02,1.32,1.21,54.67,-43.62,17.96,0.06
16,-21.88,34.78,24.34,-1.13,1.79,1.21,54.67,-43.62,17.96,0.06
17,-21.88,34.78,24.34,-1.13,1.79,1.34,55.32,-41.83,18.1,0.06
18,-22.71,36.06,24.34,-1.13,1.79,1.34,55.32,-41.83,18.1,-0.08
19,-22.71,36.06,24.01,-2.23,0.13,1.45,55.32,-41.83,18.1,-0.08
20,-22.71,36.06,24.01,-2.23,0.13,1.45,57.32,-44.16,18.33,-0.24
21,-25.98,36.74,16.86,-2.23,0.13,1.45,57.32,-44.16,18.33,-0.24
22,-25.98,36.74,16.86,-2.16,-6.0,1.93,64.34,-44.16,18.33,-0.24
23,-25.98,36.74,16.86,-2.16,-6.0,1.93,64.34,-58.67,18.6,-2.09
24,-34.31,36.78,6.33,-2.16,-6.0,1.93,64.34,-58.67,18.6,-2.09

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-21.41,34.54,24.77,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
2,-21.41,34.54,24.77,-0.6,1.52,1.02,54.55,-41.13,0.0,0.0
3,-21.62,34.54,24.77,-0.6,1.52,1.02,54.55,-41.13,17.85,-0.16
4,-21.62,34.63,24.92,-0.29,1.33,1.02,54.55,-41.13,17.85,-0.16
5,-21.62,34.63,24.92,-0.29,1.33,1.35,54.44,-41.34,18.06,-0.16
6,-22.67,34.49,24.92,-0.29,1.33,1.35,54.44,-41.34,18.06,-0.07
7,-22.67,34.49,24.2,-1.11,1.55,0.74,54.44,-41.34,18.06,-0.07
8,-22.67,34.49,24.2,-1.11,1.55,0.74,54.99,-42.04,18.25,-0.26
9,-21.2,34.63,24.39,-1.11,1.55,0.74,54.99,-42.04,18.25,-0.26
10,-21.2,34.63,24.39,-0.61,1.64,0.81,54.99,-42.04,18.25,-0.26
11,-21.2,34.63,24.39,-0.61,1.64,0.81,54.76,-41.08,18.37,-0.4
12,-21.4,34.47,24.27,-0.61,1.64,0.81,54.76,-41.08,18.37,-0.4
13,-21.4,34.47,24.27,-1.03,1.39,0.97,55.17,-41.08,18.37,-0.4
14,-21.4,34.47,24.27,-1.03,1.39,0.97,55.17,-41.5,18.54,0.12
15,-21.41,34.66,23.91,-0.76,1.39,0.97,55.17,-41.5,18.54,0.12
16,-21.41,34.66,23.91,-0.76,1.69,1.45,55.49,-41.98,18.54,0.12
17,-21.41,34.66,23.91,-0.76,1.69,1.45,55.49,-41.98,18.73,-0.13
18,-20.12,35.28,25.37,-0.79,1.69,1.45,55.49,-41.98,18.73,-0.13
19,-20.12,35.28,25.37,-0.79,1.44,1.7,54.5,-38.71,18.73,-0.13
20,-22.02,35.28,25.37,-0.79,1.44,1.7,54.5,-38.71,18.99,-0.32
21,-22.02,36.06,25.66,-2.02,0.74,1.7,54.5,-38.71,18.99,-0.32
22,-22.02,36.06,25.66,-2.02,0.74,2.9,54.87,-41.33,18.99,-0.32
23,-22.55,36.06,25.66,-2.02,0.74,2.9,54.87,-41.33,19.47,-0.3
24,-22.55,36.06,22.21,-2.02,0.74,2.9,54.87,-41.33,19.47,-0.3

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-23.61,35.44,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-23.61,35.44,22.1,-0.92,1.42,1.76,57.71,0.0,0.0,0.0
3,-23.61,35.44,22.1,-0.92,1.42,1.76,57.71,-46.47,18.52,-0.33
4,-23.68,35.24,22.86,-0.92,1.42,1.76,57.71,-46.47,18.52,-0.33
5,-23.68,35.24,22.86,-0.68,1.45,1.76,57.22,-46.31,18.52,-0.33
6,-23.68,35.24,22.86,-0.68,1.45,1.49,57.22,-46.31,18.75,-0.23
7,-23.49,34.36,21.39,-1.21,1.45,1.49,57.22,-46.31,18.75,-0.23
8,-23.49,34.36,21.39,-1.21,1.63,1.44,58.01,-47.51,18.75,-0.23
9,-22.42,34.36,21.39,-1.21,1.63,1.44,58.01,-47.51,19.0,-0.09
10,-22.42,34.8,21.1,-0.76,0.73,1.35,58.01,-47.51,19.0,-0.09
11,-22.42,34.8,21.1,-0.76,0.73,1.35,58.87,-47.21,19.19,-0.26
12,-23.91,35.19,22.3,-0.76,0.73,1.35,58.87,-47.21,19.19,-0.26
13,-23.91,35.19,22.3,0.07,1.43,1.8,57.33,-47.21,19.19,-0.26
14,-23.91,35.19,22.3,0.07,1.43,1.8,57.33,-46.98,19.49,-0.27
15,-24.75,35.49,22.75,-0.52,1.43,1.8,57.33,-46.98,19.49,-0.27
16,-24.75,35.49,22.75,-0.52,0.46,0.92,57.61,-46.98,19.49,-0.27
17,-24.75,35.49,22.75,-0.52,0.46,0.92,57.61,-47.41,19.73,-0.29
18,-22.32,36.22,22.85,-0.96,0.46,0.92,57.61,-47.41,19.73,-0.29
19,-22.32,36.22,22.85,-0.96,1.26,1.36,57.64,-44.51,19.73,-0.29
20,-21.1,37.59,22.85,-0.96,1.26,1.36,57.64,-44.51,19.91,0.61
21,-21.1,37.59,24.78,-4.54,-4.94,1.36,57.64,-44.51,19.91,0.61
22,-21.1,37.59,24.78,-4.54,-4.94,6.3,56.23,-39.4,20.78,0.61
23,-30.04,36.77,24.78,-4.54,-4.94,6.3,56.23,-39.4,20.78,-3.71
24,-30.04,36.77,16.87,-8.45,-11.37,10.31,56.23,-39.4,20.78,-3.71

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-26.81,36.03,17.27,-0.99,0.0,0.0,0.0,0.0,0.0,0.0
2,-26.81,36.03,17.27,-0.99,1.61,1.02,64.69,-57.33,0.0,0.0
3,-26.84,36.03,17.27,-0.99,1.61,1.02,64.69,-57.33,14.27,-0.06
4,-26.84,35.93,17.08,-0.69,0.98,1.02,64.69,-57.33,14.27,-0.06
5,-26.84,35.93,17.08,-0.69,0.98,1.21,64.68,-57.89,14.44,-0.06
6,-25.84,35.71,17.08,-0.69,0.98,1.21,64.68,-57.89,14.44,-0.22
7,-25.84,35.71,17.28,-0.05,1.46,0.96,64.68,-57.89,14.44,-0.22
8,-25.84,35.71,17.28,-0.05,1.46,0.96,64.41,-56.7,14.61,-0.37
9,-25.85,35.71,17.81,-0.05,1.46,0.96,64.41,-56.7,14.61,-0.37
10,-25.85,35.71,17.81,0.02,1.66,1.03,63.36,-56.7,14.61,-0.37
11,-25.85,35.71,17.81,0.02,1.66,1.03,63.36,-55.08,14.77,-0.28
12,-26.02,35.71,17.94,-0.51,1.66,1.03,63.36,-55.08,14.77,-0.28
13,-26.02,35.71,17.94,-0.51,1.63,1.11,63.48,-55.57,14.77,-0.28
14,-26.02,35.71,17.94,-0.51,1.63,1.11,63.48,-55.57,14.97,-0.02
15,-26.11,36.25,17.49,-0.75,1.63,1.11,63.48,-55.57,14.97,-0.02
16,-26.11,36.25,17.49,-0.75,1.75,1.21,64.21,-55.35,14.97,-0.02
17,-22.51,36.25,17.49,-0.75,1.75,1.21,64.21,-55.35,15.17,-0.0
18,-22.51,35.62,20.62,-2.0,1.75,1.21,64.21,-55.35,15.17,-0.0
19,-22.51,35.62,20.62,-2.0,1.15,1.91,60.22,-47.6,15.17,-0.0
20,-23.37,35.62,20.62,-2.0,1.15,1.91,60.22,-47.6,15.39,-0.08
21,-23.37,36.83,22.11,-7.91,1.15,1.91,60.22,-47.6,15.39,-0.08
22,-23.37,36.83,22.11,-7.91,-2.55,5.0,60.25,-49.32,16.11,-0.08
23,-27.8,37.41,22.11,-7.91,-2.55,5.0,60.25,-49.32,16.11,-0.29
24,-27.8,37.41,17.37,-12.73,-5.98,9.23,60.25,-49.32,16.11,-0.29

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-28.61,33.45,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-28.61,33.45,19.25,-0.43,2.28,1.12,60.1,0.0,0.0,0.0
3,-28.61,33.45,19.25,-0.43,2.28,1.12,60.1,-55.87,15.32,-0.27
4,-28.5,33.28,19.18,-0.43,2.28,1.12,60.1,-55.87,15.32,-0.27
5,-28.5,33.28,19.18,-0.6,1.94,1.43,60.12,-55.87,15.32,-0.27
6,-28.5,33.28,19.18,-0.6,1.94,1.43,60.12,-56.09,15.53,-0.14
7,-28.37,33.03,19.24,-0.82,1.94,1.43,60.12,-56.09,15.53,-0.14
8,-28.37,33.03,19.24,-0.82,1.86,1.4,59.71,-55.73,15.53,-0.14
9,-28.92,33.09,19.24,-0.82,1.86,1.4,59.71,-55.73,15.73,-0.42
10,-28.92,33.09,19.27,-0.78,1.64,1.46,59.71,-55.73,15.73,-0.42
11,-28.92,33.09,19.27,-0.78,1.64,1.46,60.08,-56.74,15.96,-0.12
12,-28.44,33.18,19.27,-0.78,1.64,1.46,60.08,-56.74,15.96,-0.12
13,-28.44,33.18,18.6,-0.79,1.32,1.25,60.08,-56.74,15.96,-0.12
14,-28.44,33.18,18.6,-0.79,1.32,1.25,60.46,-56.6,16.17,-0.2
15,-29.06,32.95,19.68,-0.79,1.32,1.25,60.46,-56.6,16.17,-0.2
16,-29.06,32.95,19.68,-0.52,1.59,1.16,59.18,-56.0,16.17,-0.2
17,-29.06,32.95,19.68,-0.52,1.59,1.16,59.18,-56.0,16.39,-0.37
18,-28.24,33.44,19.68,-1.22,1.59,1.16,59.18,-56.0,16.39,-0.37
19,-28.24,33.44,19.68,-1.22,1.83,0.64,59.85,-55.1,16.39,-0.37
20,-28.82,33.44,19.68,-1.22,1.83,0.64,59.85,-55.1,16.51,-0.24
21,-28.82,33.76,20.61,-1.23,1.52,0.64,59.85,-55.1,16.51,-0.24
22,-28.82,33.76,20.61,-1.23,1.52,1.88,58.74,-54.11,16.78,-0.24
23,-27.36,34.01,20.61,-1.23,1.52,1.88,58.74,-54.11,16.78,-0.27
24,-27.36,34.01,20.22,-3.4,0.44,2.79,58.74,-54.11,16.78,-0.27

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-26.75,34.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-26.75,34.59,20.72,-0.66,1.4,0.83,0.0,0.0,0.0,0.0
3,-26.75,34.59,20.72,-0.66,1.4,0.83,59.89,-52.76,11.38,0.3
4,-25.41,34.6,20.46,-0.66,1.4,0.83,59.89,-52.76,11.38,0.3
5,-25.41,34.6,20.46,-0.47,1.19,1.34,59.89,-52.76,11.38,0.3
6,-25.41,34.6,20.46,-0.47,1.19,1.34,59.42,-51.61,11.52,-0.03
7,-25.74,34.74,20.16,-0.89,1.19,1.34,59.42,-51.61,11.52,-0.03
8,-25.74,34.74,20.16,-0.89,1.88,0.85,60.31,-52.38,11.52,-0.03
9,-26.22,34.74,20.16,-0.89,1.88,0.85,60.31,-52.38,11.69,-0.23
10,-26.22,34.56,19.66,-0.58,1.38,0.85,60.31,-52.38,11.69,-0.23
11,-26.22,34.56,19.66,-0.58,1.38,1.17,60.15,-52.82,11.83,-0.23
12,-26.24,34.56,19.66,-0.58,1.38,1.17,60.15,-52.82,11.83,-0.46
13,-26.24,34.48,20.77,-0.61,1.44,1.17,60.15,-52.82,11.83,-0.46
14,-26.24,34.48,20.77,-0.61,1.44,0.97,59.74,-52.4,12.0,-0.46
15,-25.02,34.65,20.77,-0.61,1.44,0.97,59.74,-52.4,12.0,-0.27
16,-25.02,34.65,20.06,-0.44,2.06,0.75,59.74,-52.4,12.0,-0.27
17,-25.02,34.65,20.06,-0.44,2.06,0.75,60.1,-51.65,12.15,-0.33
18,-26.1,35.98,21.93,-1.14,2.06,0.75,60.1,-51.65,12.15,-0.33
19,-26.1,35.98,21.93,-1.14,0.98,1.36,58.79,-51.65,12.15,-0.33
20,-26.1,35.98,21.93,-1.14,0.98,1.36,58.79,-50.25,12.36,-0.09
21,-26.59,35.72,22.7,-3.37,0.98,1.36,58.79,-50.25,12.36,-0.09
22,-26.59,35.72,22.7,-3.37,-0.21,1.83,57.73,-49.65,12.36,-0.09
23,-28.14,35.72,22.7,-3.37,-0.21,1.83,57.73,-49.65,12.67,-0.95
24,-28.14,36.03,17.24,-5.14,-1.75,1.83,57.73,-49.65,12.67,-0.95
