
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
20,0.07,38.39,17.42,-0.39,2.84,0.01,67.96,-18.88,15.83,0.84
21,0.07,38.39,15.6,1.24,4.86,1.64,67.96,-18.88,15.83,0.84
22,0.07,38.39,15.6,1.24,4.86,1.64,68.15,13.17,15.84,0.84
23,18.28,28.1,15.6,1.24,4.86,1.64,68.15,13.17,15.84,0.09
24,18.28,28.1,15.32,7.14,14.5,8.02,68.15,13.17,15.84,0.09

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-9.19,40.79,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-9.19,40.79,22.22,-0.95,1.49,0.3,61.83,0.0,0.0,0.0
3,-9.19,40.79,22.22,-0.95,1.49,0.3,61.83,-21.89,16.2,0.22
4,-8.99,40.62,22.0,-0.62,1.49,0.3,61.83,-21.89,16.2,0.22
5,-8.99,40.62,22.0,-0.62,1.41,0.67,61.42,-21.79,16.2,0.22
6,-8.08,40.62,22.0,-0.62,1.41,0.67,61.42,-21.79,16.29,0.33
7,-8.08,40.44,22.17,-0.3,1.17,0.67,61.42,-21.79,16.29,0.33
8,-8.08,40.44,22.17,-0.3,1.17,0.98,61.47,-20.46,16.43,0.33
9,-8.87,41.02,22.17,-0.3,1.17,0.98,61.47,-20.46,16.43,0.02
10,-8.87,41.02,22.78,-0.06,1.78,0.9,61.47,-20.46,16.43,0.02
11,-8.87,41.02,22.78,-0.06,1.78,0.9,60.96,-20.56,16.58,0.39
12,-8.52,41.19,22.84,-0.06,1.78,0.9,60.96,-20.56,16.58,0.39
13,-8.52,41.19,22.84,-0.13,1.32,1.06,60.74,-20.56,16.58,0.39
14,-8.52,41.19,22.84,-0.13,1.32,1.06,60.74,-20.8,16.75,-0.32
15,-9.76,41.12,23.68,-0.83,1.32,1.06,60.74,-20.8,16.75,-0.32
16,-9.76,41.12,23.68,-0.83,1.65,0.68,60.83,-20.67,16.75,-0.32
17,-9.14,41.12,23.68,-0.83,1.65,0.68,60.83,-20.67,16.91,0.44
18,-9.14,41.02,22.32,-0.75,1.65,0.68,60.83,-20.67,16.91,0.44
19,-9.14,41.02,22.32,-0.75,1.86,0.61,61.78,-21.38,16.91,0.44
20,-4.91,41.02,22.32,-0.75,1.86,0.61,61.78,-21.38,17.02,0.25
21,-4.91,38.64,21.06,-0.11,3.21,0.61,61.78,-21.38,17.02,0.25
22,-4.91,38.64,21.06,-0.11,3.21,0.23,62.7,-11.78,17.05,0.25
23,5.89,34.39,21.06,-0.11,3.21,0.23,62.7,-11.78,17.05,0.27
24,5.89,34.39,16.75,1.86,5.6,2.4,62.7,-11.78,17.05,0.27

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-4.74,42.65,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-4.74,42.65,19.02,-0.54,1.53,0.96,66.07,0.0,0.0,0.0
3,-4.74,42.65,19.02,-0.54,1.53,0.96,66.07,-12.71,10.02,0.13
4,-4.43,43.26,19.19,-0.34,1.53,0.96,66.07,-12.71,10.02,0.13
5,-4.43,43.26,19.19,-0.34,1.71,0.97,66.09,-13.25,10.02,0.13
6,-4.43,43.26,19.19,-0.34,1.71,0.97,66.09,-13.25,10.17,0.04
7,-5.45,43.58,19.44,-0.41,1.71,0.97,66.09,-13.25,10.17,0.04
8,-5.45,43.58,19.44,-0.41,1.52,1.43,66.02,-15.89,10.17,0.04
9,-5.22,43.37,19.44,-0.41,1.52,1.43,66.02,-15.89,10.38,0.05
10,-5.22,43.37,18.95,-0.89,1.73,0.52,66.02,-15.89,10.38,0.05
11,-5.22,43.37,18.95,-0.89,1.73,0.52,66.27,-13.96,10.49,0.08
12,-4.02,43.05,19.54,-0.89,1.73,0.52,66.27,-13.96,10.49,0.08
13,-4.02,43.05,19.54,-0.77,1.27,0.85,65.66,-13.96,10.49,0.08
14,-4.02,43.05,19.54,-0.77,1.27,0.85,65.66,-12.86,10.61,0.31
15,-5.0,42.94,19.49,-0.55,1.27,0.85,65.66,-12.86,10.61,0.31
16,-5.0,42.94,19.49,-0.55,1.68,0.94,65.77,-14.98,10.61,0.31
17,-3.77,42.94,19.49,-0.55,1.68,0.94,65.77,-14.98,10.78,0.14
18,-3.77,43.34,18.84,-0.78,1.68,0.94,65.77,-14.98,10.78,0.14
19,-3.77,43.34,18.84,-0.78,1.68,0.48,66.83,-12.18,10.78,0.14
20,-3.89,43.34,18.84,-0.78,1.68,0.48,66.83,-12.18,10.87,0.07
21,-3.89,43.69,19.03,-0.41,1.62,0.48,66.83,-12.18,10.87,0.07
22,-3.89,43.69,19.03,-0.41,1.62,1.1,66.56,-12.2,11.06,0.07
23,-3.66,43.7,19.03,-0.41,1.62,1.1,66.56,-12.2,11.06,0.2
24,-3.66,43.7,18.99,-0.58,1.73,1.31,66.56,-12.2,11.06,0.2

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-6.31,42.8,19.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-6.31,42.8,19.96,-0.5,1.89,1.81,65.12,0.0,0.0,0.0
3,-6.31,42.8,19.96,-0.5,1.89,1.81,65.12,-16.96,12.5,0.21
4,-5.87,43.17,19.21,-0.49,1.89,1.81,65.12,-16.96,12.5,0.21
5,-5.87,43.17,19.21,-0.49,1.33,1.04,66.0,-16.96,12.5,0.21
6,-5.87,43.17,19.21,-0.49,1.33,1.04,66.0,-17.37,12.69,-0.17
7,-5.48,42.59,20.83,-0.44,1.33,1.04,66.0,-17.37,12.69,-0.17
8,-5.48,42.59,20.83,-0.44,1.32,0.28,64.09,-14.16,12.69,-0.17
9,-5.06,42.59,20.83,-0.44,1.32,0.28,64.09,-14.16,12.78,0.53
10,-5.06,43.17,20.0,-0.52,1.35,0.28,64.09,-14.16,12.78,0.53
11,-5.06,43.17,20.0,-0.52,1.35,0.49,65.02,-13.24,12.84,0.53
12,-4.56,42.42,20.0,-0.52,1.35,0.49,65.02,-13.24,12.84,0.36
13,-4.56,42.42,19.98,-0.96,1.12,0.68,65.02,-13.24,12.84,0.36
14,-4.56,42.42,19.98,-0.96,1.12,0.68,65.02,-13.16,12.93,0.17
15,-4.78,42.78,19.78,-0.46,1.74,0.68,65.02,-13.16,12.93,0.17
16,-4.78,42.78,19.78,-0.46,1.74,0.84,65.02,-13.78,13.06,0.17
17,-1.37,41.5,19.78,-0.46,1.74,0.84,65.02,-13.78,13.06,-0.04
18,-1.37,41.5,18.63,0.75,3.69,-0.45,65.02,-13.78,13.06,-0.04
19,-1.37,41.5,18.63,0.75,3.69,-0.45,65.99,-1.61,13.07,0.17
20,12.73,31.05,18.63,0.75,3.69,-0.45,65.99,-1.61,13.07,0.17
21,12.73,31.05,12.82,5.66,11.4,2.8,71.12,-1.61,13.07,0.17
22,12.73,31.05,12.82,5.66,11.4,2.8,71.12,62.31,13.24,0.01
23,44.18,18.42,9.54,5.66,11.4,2.8,71.12,62.31,13.24,0.01
24,44.18,18.42,9.54,12.95,16.29,16.53,66.18,75.96,13.24,0.01

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-15.65,38.38,23.34,-0.51,0.0,0.0,0.0,0.0,0.0,0.0
2,-15.65,38.38,23.34,-0.51,1.58,0.97,58.72,-34.27,0.0,0.0
3,-15.63,38.38,23.34,-0.51,1.58,0.97,58.72,-34.27,20.54,0.11
4,-15.63,38.44,22.97,-0.77,1.58,0.97,58.72,-34.27,20.54,0.11
5,-15.63,38.44,22.97,-0.77,1.04,0.82,59.12,-34.27,20.54,0.11
6,-15.34,38.44,22.97,-0.77,1.04,0.82,59.12,-33.64,20.66,0.05
7,-15.34,38.18,23.5,-0.67,1.04,0.82,59.12,-33.64,20.66,0.05
8,-15.34,38.18,23.5,-0.67,0.88,1.22,58.39,-33.82,20.84,0.05
9,-16.24,38.18,23.5,-0.67,0.88,1.22,58.39,-33.82,20.84,0.04
10,-16.24,38.04,22.94,-0.87,1.01,1.22,58.39,-33.82,20.84,0.04
11,-16.24,38.04,22.94,-0.87,1.01,1.22,58.71,-35.05,20.99,0.04
12,-15.45,37.85,22.94,-0.87,1.01,1.22,58.71,-35.05,20.99,0.15
13,-15.45,37.85,23.31,-0.81,1.61,0.18,58.71,-35.05,20.99,0.15
14,-15.45,37.85,23.31,-0.81,1.61,0.18,58.47,-32.56,21.09,0.15
15,-15.41,38.84,22.39,-0.81,1.61,0.18,58.47,-32.56,21.09,-0.01
16,-15.41,38.84,22.39,-0.59,1.33,1.18,60.03,-32.56,21.09,-0.01
17,-17.57,38.84,22.39,-0.59,1.33,1.18,60.03,-34.63,21.27,-0.3
18,-17.57,39.34,22.62,-0.28,1.33,1.18,60.03,-34.63,21.27,-0.3
19,-17.57,39.34,22.62,-0.28,1.29,0.35,59.79,-37.1,21.27,-0.3
20,-13.71,39.34,22.62,-0.28,1.29,0.35,59.79,-37.1,21.43,0.26
21,-13.71,38.28,21.0,-0.69,2.06,0.35,59.79,-37.1,21.43,0.26
22,-13.71,38.28,21.0,-0.69,2.06,-1.52,61.47,-31.92,21.31,0.26
23,-8.36,38.28,21.0,-0.69,2.06,-1.52,61.47,-31.92,21.31,0.11
24,-8.36,36.16,14.73,1.41,0.85,-1.52,61.47,-31.92,21.31,0.11

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-15.53,37.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-15.53,37.17,25.13,-0.2,1.55,0.88,0.0,0.0,0.0,0.0
3,-15.53,37.17,25.13,-0.2,1.55,0.88,55.79,-31.57,10.39,-0.15
4,-15.42,37.1,25.26,-0.2,1.55,0.88,55.79,-31.57,10.39,-0.15
5,-15.42,37.1,25.26,-0.78,1.05,0.89,55.88,-31.57,10.39,-0.15
6,-15.42,37.1,25.26,-0.78,1.05,0.89,55.88,-31.62,10.52,0.06
7,-15.51,37.4,25.22,-0.35,1.05,0.89,55.88,-31.62,10.52,0.06
8,-15.51,37.4,25.22,-0.35,1.54,0.92,55.97,-31.56,10.52,0.06
9,-15.24,37.4,25.22,-0.35,1.54,0.92,55.97,-31.56,10.7,0.06
10,-15.24,37.32,25.17,-0.48,1.31,0.92,55.97,-31.56,10.7,0.06
11,-15.24,37.32,25.17,-0.48,1.31,0.98,56.03,-31.51,10.82,0.06
12,-15.67,37.43,25.17,-0.48,1.31,0.98,56.03,-31.51,10.82,0.07
13,-15.67,37.43,25.11,-0.39,1.4,0.98,56.19,-31.51,10.82,0.07
14,-15.67,37.43,25.11,-0.39,1.4,0.98,56.19,-32.1,11.0,0.27
15,-15.53,37.26,24.64,-0.39,1.4,0.98,56.19,-32.1,11.0,0.27
16,-15.53,37.26,24.64,-0.34,1.25,0.69,56.19,-32.1,11.0,0.27
17,-16.48,37.26,24.64,-0.34,1.25,0.69,56.5,-32.43,11.11,0.32
18,-16.48,37.83,25.56,-0.34,1.25,0.69,56.5,-32.43,11.11,0.32
19,-16.48,37.83,25.56,-0.31,2.26,-0.3,56.41,-32.43,11.11,0.32
20,-13.12,37.83,25.56,-0.31,2.26,-0.3,56.41,-31.48,11.14,1.02
21,-13.12,37.25,23.84,-0.21,2.26,-0.3,56.41,-31.48,11.14,1.02
22,-13.12,37.25,23.84,-0.21,3.3,-0.65,57.29,-24.34,11.14,1.02
23,-7.9,37.25,23.84,-0.21,3.3,-0.65,57.29,-24.34,11.03,0.84
24,-7.9,34.84,19.74,1.59,5.41,-0.65,57.29,-24.34,11.03,0.84

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-8.29,43.49,19.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-8.29,43.49,19.27,-0.83,1.17,0.71,66.15,-23.97,0.0,0.0
3,-8.29,43.49,19.27,-0.83,1.17,0.71,66.15,-23.97,7.14,0.07
4,-8.57,43.72,18.39,-1.82,1.17,0.71,66.15,-23.97,7.14,0.07
5,-8.57,43.72,18.39,-1.82,1.44,0.9,67.29,-24.48,7.14,0.07
6,-8.19,43.72,18.39,-1.82,1.44,0.9,67.29,-24.48,7.27,0.31
7,-8.19,43.6,17.29,-1.76,1.52,0.9,67.29,-24.48,7.27,0.31
8,-8.19,43.6,17.29,-1.76,1.52,0.78,67.84,-24.6,7.4,0.31
9,-8.2,43.34,17.29,-1.76,1.52,0.78,67.84,-24.6,7.4,0.05
10,-8.2,43.34,17.72,-1.89,1.59,0.89,67.84,-24.6,7.4,0.05
11,-8.2,43.34,17.72,-1.89,1.59,0.89,68.06,-25.72,7.55,0.17
12,-7.71,43.68,16.85,-1.89,1.59,0.89,68.06,-25.72,7.55,0.17
13,-7.71,43.68,16.85,-2.19,0.99,0.9,69.2,-25.72,7.55,0.17
14,-7.71,43.68,16.85,-2.19,0.99,0.9,69.2,-26.47,7.7,0.08
15,-8.57,43.61,16.81,-2.19,0.99,0.9,69.2,-26.47,7.7,0.08
16,-8.57,43.61,16.81,-1.98,1.46,0.84,69.74,-26.47,7.7,0.08
17,-8.57,43.61,16.81,-1.98,1.46,0.84,69.74,-30.52,7.86,0.32
18,-8.97,42.24,12.81,-1.8,1.49,0.84,69.74,-30.52,7.86,0.32
19,-8.97,42.24,12.81,-1.8,1.49,-0.36,73.98,-34.4,7.85,0.32
20,-1.59,42.24,12.81,-1.8,1.49,-0.36,73.98,-34.4,7.85,0.83
21,-1.59,37.13,6.92,3.66,4.73,-0.36,73.98,-34.4,7.85,0.83
22,-1.59,37.13,6.92,3.66,4.73,-0.96,80.62,0.88,7.67,0.83
23,21.51,27.82,11.8,3.66,4.73,-0.96,80.62,0.88,7.67,1.84
24,21.51,27.82,11.8,17.42,27.29,0.1,62.44,0.88,7.67,1.84
