
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
1,7.67,-2.33,48.19,-0.55,0.0,0.0,0.0,0.0,0.0,0.0
2,7.67,-2.33,48.19,-0.55,1.27,1.37,-2.58,8.92,0.0,0.0
3,7.67,-2.33,48.19,-0.55,1.27,1.37,-2.58,8.92,16.96,-0.13
4,8.59,-2.54,47.19,0.08,1.27,1.37,-2.58,8.92,16.96,-0.13
5,8.59,-2.54,47.19,0.08,1.51,0.67,-3.02,8.92,16.96,-0.13
6,8.56,-2.54,47.19,0.08,1.51,0.67,-3.02,9.71,17.09,0.19
7,8.56,-2.52,47.0,-0.13,0.62,0.67,-3.02,9.71,17.09,0.19
8,8.56,-2.52,47.0,-0.13,0.62,0.53,-3.04,10.67,17.21,0.19
9,7.12,-2.25,47.0,-0.13,0.62,0.53,-3.04,10.67,17.21,0.17
10,7.12,-2.25,47.24,1.03,0.53,1.3,-3.04,10.67,17.21,0.17
11,7.12,-2.25,47.24,1.03,0.53,1.3,-3.11,8.94,17.37,0.29
12,7.86,-3.31,48.2,1.03,0.53,1.3,-3.11,8.94,17.37,0.29
13,7.86,-3.31,48.2,2.31,0.98,1.02,-3.76,8.94,17.37,0.29
14,7.86,-3.31,48.2,2.31,0.98,1.02,-3.76,9.0,17.5,0.25
15,8.05,-3.81,48.14,2.31,0.98,1.02,-3.76,9.0,17.5,0.25
16,8.05,-3.81,48.14,1.86,0.92,0.42,-4.43,9.0,17.5,0.25
17,8.05,-3.81,48.14,1.86,0.92,0.42,-4.43,9.42,17.58,0.04
18,7.76,-0.87,48.45,3.88,0.92,0.42,-4.43,9.42,17.58,0.04
19,7.76,-0.87,48.45,3.88,1.83,0.74,1.0,9.66,17.58,0.04
20,22.34,-0.87,48.45,3.88,1.83,0.74,1.0,9.66,17.66,0.22
21,22.34,17.03,55.9,20.52,20.87,0.74,1.0,9.66,17.66,0.22
22,22.34,17.03,55.9,20.52,20.87,2.23,12.58,17.51,17.87,0.22
23,2.55,17.03,55.9,20.52,20.87,2.23,12.58,17.51,17.87,-7.42
24,2.55,-37.47,99.99,-4.26,3.72,2.23,12.58,17.51,17.87,-7.42

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.45,-8.47,49.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.45,-8.47,49.06,-0.38,1.07,0.77,-9.81,0.0,0.0,0.0
3,2.45,-8.47,49.06,-0.38,1.07,0.77,-9.81,3.14,18.77,0.09
4,2.23,-8.21,48.32,-0.38,1.07,0.77,-9.81,3.14,18.77,0.09
5,2.23,-8.21,48.32,-1.04,1.08,1.31,-9.81,3.14,18.77,0.09
6,2.23,-8.21,48.32,-1.04,1.08,1.31,-9.43,2.92,18.96,0.15
7,1.89,-7.56,47.84,-0.4,1.08,1.31,-9.43,2.92,18.96,0.15
8,1.89,-7.56,47.84,-0.4,1.47,1.07,-9.04,2.36,18.96,0.15
9,2.4,-7.56,47.84,-0.4,1.47,1.07,-9.04,2.36,19.1,-0.25
10,2.4,-7.66,48.24,-0.01,1.31,1.07,-9.04,2.36,19.1,-0.25
11,2.4,-7.66,48.24,-0.01,1.31,0.76,-9.23,3.13,19.25,-0.25
12,3.01,-8.22,48.24,-0.01,1.31,0.76,-9.23,3.13,19.25,-0.15
13,3.01,-8.22,48.29,-0.1,1.1,0.86,-9.23,3.13,19.25,-0.15
14,3.01,-8.22,48.29,-0.1,1.1,0.86,-9.53,3.32,19.37,-0.27
15,2.19,-7.89,47.73,-0.1,1.1,0.86,-9.53,3.32,19.37,-0.27
16,2.19,-7.89,47.73,0.54,1.43,0.86,-9.49,3.32,19.37,-0.27
17,2.19,-7.89,47.73,0.54,1.43,0.86,-9.49,2.65,19.54,-0.27
18,1.92,-8.25,45.98,0.54,1.43,0.86,-9.49,2.65,19.54,-0.27
19,1.92,-8.25,45.98,1.46,0.79,1.04,-9.48,2.38,19.54,-0.27
20,1.2,-8.25,45.98,1.46,0.79,1.04,-9.48,2.38,19.69,-0.24
21,1.2,-6.71,43.88,7.49,0.79,1.04,-9.48,2.38,19.69,-0.24
22,1.2,-6.71,43.88,7.49,3.34,0.86,-8.49,5.51,19.83,-0.24
23,8.82,-6.71,43.88,7.49,3.34,0.86,-8.49,5.51,19.83,1.75
24,8.82,-2.72,64.56,19.42,7.69,0.86,-8.49,5.51,19.83,1.75

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.73,1.28,48.1,0.37,0.0,0.0,0.0,0.0,0.0,0.0
2,6.73,1.28,48.1,0.37,1.16,0.77,1.41,7.93,0.0,0.0
3,6.79,1.28,48.1,0.37,1.16,0.77,1.41,7.93,3.15,0.18
4,6.79,0.84,48.97,0.52,1.16,0.77,1.41,7.93,3.15,0.18
5,6.79,0.84,48.97,0.52,1.03,0.61,1.41,7.93,3.15,0.18
6,6.79,0.84,48.97,0.52,1.03,0.61,0.8,8.19,3.23,0.19
7,5.94,0.91,47.87,0.41,1.03,0.61,0.8,8.19,3.23,0.19
8,5.94,0.91,47.87,0.41,1.05,1.15,1.07,7.53,3.41,0.19
9,6.61,0.67,47.87,0.41,1.05,1.15,1.07,7.53,3.41,0.65
10,6.61,0.67,47.69,1.03,1.14,0.66,1.07,7.53,3.41,0.65
11,6.61,0.67,47.69,1.03,1.14,0.66,0.82,7.4,3.52,-0.18
12,5.69,0.4,47.69,1.03,1.14,0.66,0.82,7.4,3.52,-0.18
13,5.69,0.4,46.97,1.16,0.74,-0.18,0.82,7.4,3.52,-0.18
14,5.69,0.4,46.97,1.16,0.74,-0.18,0.26,6.85,3.52,0.1
15,6.24,-1.6,46.97,1.16,0.74,-0.18,0.26,6.85,3.52,0.1
16,6.24,-1.6,46.69,2.77,0.71,-1.95,0.26,6.85,3.52,0.1
17,6.24,-1.6,46.69,2.77,0.71,-1.95,-2.27,8.01,3.33,0.1
18,8.87,-0.29,44.01,2.77,0.71,-1.95,-2.27,8.01,3.33,0.05
19,8.87,-0.29,44.01,5.66,2.16,-1.88,1.45,13.95,3.33,0.05
20,8.87,-0.29,44.01,5.66,2.16,-1.88,1.45,13.95,3.07,2.85
21,7.54,15.6,55.88,30.66,2.16,-1.88,1.45,13.95,3.07,2.85
22,7.54,15.6,55.88,30.66,13.65,5.14,16.99,14.92,3.07,2.85
23,9.33,15.6,55.88,30.66,13.65,5.14,16.99,14.92,3.5,0.29
24,9.33,-36.41,99.99,13.49,13.65,5.14,16.99,14.92,3.5,0.29

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.37,-3.24,48.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.37,-3.24,48.34,0.05,0.83,0.99,-3.87,0.0,0.0,0.0
3,4.37,-3.24,48.34,0.05,0.83,0.99,-3.87,5.42,14.56,0.37
4,3.84,-3.07,48.9,0.05,0.83,0.99,-3.87,5.42,14.56,0.37
5,3.84,-3.07,48.9,0.39,1.03,0.8,-3.72,5.42,14.56,0.37
6,3.84,-3.07,48.9,0.39,1.03,0.8,-3.72,4.77,14.7,0.32
7,3.76,-3.53,48.66,0.22,1.03,0.8,-3.72,4.77,14.7,0.32
8,3.76,-3.53,48.66,0.22,0.89,0.49,-4.12,4.44,14.7,0.32
9,3.3,-3.46,48.66,0.22,0.89,0.49,-4.12,4.44,14.8,0.31
10,3.3,-3.46,48.69,0.33,1.44,0.11,-4.12,4.44,14.8,0.31
11,3.3,-3.46,48.69,0.33,1.44,0.11,-4.09,4.16,14.86,0.31
12,4.15,-3.46,48.69,0.33,1.44,0.11,-4.09,4.16,14.86,0.22
13,4.15,-3.99,48.36,0.76,1.71,0.08,-4.09,4.16,14.86,0.22
14,4.15,-3.99,48.36,0.76,1.71,0.08,-4.76,5.2,14.86,0.22
15,4.26,-3.68,48.36,0.76,1.71,0.08,-4.76,5.2,14.86,0.42
16,4.26,-3.68,47.72,1.42,1.54,-0.14,-4.76,5.2,14.86,0.42
17,4.26,-3.68,47.72,1.42,1.54,-0.14,-4.25,4.81,14.85,0.03
18,5.72,-2.67,46.53,1.42,1.54,-0.14,-4.25,4.81,14.85,0.03
19,5.72,-2.67,46.53,5.08,5.13,-0.27,-2.95,4.81,14.85,0.03
20,5.72,-2.67,46.53,5.08,5.13,-0.27,-2.95,12.43,14.86,2.62
21,11.22,1.0,55.33,5.08,5.13,-0.27,-2.95,12.43,14.86,2.62
22,11.22,1.0,55.33,12.42,-1.4,8.67,3.01,12.43,14.86,2.62
23,11.22,1.0,55.33,12.42,-1.4,8.67,3.01,7.49,15.65,1.84
24,15.21,-7.38,99.99,16.61,-1.4,8.67,3.01,7.49,15.65,1.84

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.62,-9.23,48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.62,-9.23,48.01,-0.78,1.53,0.8,0.0,0.0,0.0,0.0
3,2.62,-9.23,48.01,-0.78,1.53,0.8,-11.05,3.42,6.5,-0.17
4,3.84,-9.93,47.47,0.13,1.53,0.8,-11.05,3.42,6.5,-0.17
5,3.84,-9.93,47.47,0.13,1.14,1.2,-11.21,3.42,6.5,-0.17
6,3.13,-9.93,47.47,0.13,1.14,1.2,-11.21,3.33,6.64,-0.12
7,3.13,-9.39,47.1,0.23,1.26,0.75,-11.21,3.33,6.64,-0.12
8,3.13,-9.39,47.1,0.23,1.26,0.75,-11.49,3.82,6.76,-0.12
9,3.26,-9.39,47.1,0.23,1.26,0.75,-11.49,3.82,6.76,-0.16
10,3.26,-10.7,48.72,0.95,0.85,0.75,-11.49,3.82,6.76,-0.16
11,3.26,-10.7,48.72,0.95,0.85,0.79,-12.33,3.71,6.89,-0.16
12,2.96,-10.47,48.73,0.95,0.85,0.79,-12.33,3.71,6.89,-0.22
13,2.96,-10.47,48.73,0.23,1.14,1.11,-11.68,3.1,6.89,-0.22
14,2.96,-10.47,48.73,0.23,1.14,1.11,-11.68,3.1,7.04,-0.29
15,2.83,-10.29,48.13,0.44,1.14,1.11,-11.68,3.1,7.04,-0.29
16,2.83,-10.29,48.13,0.44,0.9,0.62,-12.26,3.48,7.17,-0.29
17,2.69,-10.29,48.13,0.44,0.9,0.62,-12.26,3.48,7.17,-0.25
18,2.69,-9.66,47.17,0.14,1.0,0.62,-12.26,3.48,7.17,-0.25
19,2.69,-9.66,47.17,0.14,1.0,0.95,-11.58,3.16,7.29,-0.25
20,3.09,-9.62,47.17,0.14,1.0,0.95,-11.58,3.16,7.29,-0.17
21,3.09,-9.62,45.09,0.99,0.79,0.06,-11.58,3.16,7.29,-0.17
22,3.09,-9.62,45.09,0.99,0.79,0.06,-11.75,3.99,7.33,0.09
23,6.41,-7.23,45.09,0.99,0.79,0.06,-11.75,3.99,7.33,0.09
24,6.41,-7.23,45.04,7.92,0.11,0.06,-11.75,3.99,7.33,0.09

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.79,-0.44,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
2,3.79,-0.44,48.15,0.32,1.31,0.64,-0.52,0.0,0.0,0.0
3,3.79,-0.44,48.15,0.32,1.31,0.64,-0.52,4.53,20.05,0.07
4,4.26,-0.68,47.97,0.32,1.31,0.64,-0.52,4.53,20.05,0.07
5,4.26,-0.68,47.97,1.01,2.0,1.14,-0.49,4.53,20.05,0.07
6,4.34,-0.68,47.97,1.01,2.0,1.14,-0.49,4.3,20.23,0.21
7,4.34,-1.1,48.57,1.47,1.54,1.14,-0.49,4.3,20.23,0.21
8,4.34,-1.1,48.57,1.47,1.54,0.65,-1.38,5.13,20.35,0.21
9,5.52,-1.71,48.57,1.47,1.54,0.65,-1.38,5.13,20.35,0.13
10,5.52,-1.71,48.01,1.38,1.45,1.27,-1.38,5.13,20.35,0.13
11,5.52,-1.71,48.01,1.38,1.45,1.27,-1.56,5.85,20.56,0.13
12,4.0,-1.35,48.01,1.38,1.45,1.27,-1.56,5.85,20.56,-0.34
13,4.0,-1.35,49.44,2.47,0.68,1.72,-1.56,5.85,20.56,-0.34
14,4.0,-1.35,49.44,2.47,0.68,1.72,-1.74,4.54,20.79,-0.17
15,3.52,-2.33,47.77,2.98,0.68,1.72,-1.74,4.54,20.79,-0.17
16,3.52,-2.33,47.77,2.98,2.4,1.8,-2.45,4.93,21.09,-0.17
17,4.7,-2.33,47.77,2.98,2.4,1.8,-2.45,4.93,21.09,0.16
18,4.7,-0.16,44.85,3.23,0.08,1.8,-2.45,4.93,21.09,0.16
19,4.7,-0.16,44.85,3.23,0.08,1.09,-0.74,6.67,21.3,0.16
20,7.37,0.04,44.85,3.23,0.08,1.09,-0.74,6.67,21.3,0.01
21,7.37,0.04,46.69,11.97,4.84,4.55,-0.74,6.67,21.3,0.01
22,7.37,0.04,46.69,11.97,4.84,4.55,0.63,10.65,21.86,3.12
23,10.19,3.58,99.86,11.97,4.84,4.55,0.63,10.65,21.86,3.12
24,10.19,3.58,99.86,22.12,2.24,13.16,0.63,10.65,21.86,3.12

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.05,-4.31,49.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.05,-4.31,49.04,0.11,1.51,0.89,-4.99,3.52,0.0,0.0
3,2.23,-4.31,49.04,0.11,1.51,0.89,-4.99,3.52,20.03,0.27
4,2.23,-3.47,49.2,0.08,1.51,0.89,-4.99,3.52,20.03,0.27
5,2.23,-3.47,49.2,0.08,1.01,1.29,-4.02,2.57,20.03,0.27
6,3.09,-3.47,49.2,0.08,1.01,1.29,-4.02,2.57,20.24,0.26
7,3.09,-4.05,48.82,-0.25,1.01,1.29,-4.02,2.57,20.24,0.26
8,3.09,-4.05,48.82,-0.25,1.5,0.68,-4.02,2.57,20.24,0.26
9,3.09,-4.05,48.82,-0.25,1.5,0.68,-4.65,3.58,20.35,0.26
10,3.17,-3.95,47.9,-0.25,1.5,0.68,-4.65,3.58,20.35,0.07
11,3.17,-3.95,47.9,-0.09,1.32,1.14,-4.65,3.58,20.35,0.07
12,3.17,-3.95,47.9,-0.09,1.32,1.14,-4.7,3.32,20.51,-0.41
13,3.01,-4.71,49.03,-0.09,1.32,1.14,-4.7,3.32,20.51,-0.41
14,3.01,-4.71,49.03,-0.29,1.29,0.82,-5.25,3.32,20.51,-0.41
15,3.2,-4.71,49.03,-0.29,1.29,0.82,-5.25,3.74,20.68,0.5
16,3.2,-4.09,48.13,0.46,1.04,0.82,-5.25,3.74,20.68,0.5
17,3.2,-4.09,48.13,0.46,1.04,1.54,-4.5,3.54,20.68,0.5
18,2.37,-3.56,48.13,0.46,1.04,1.54,-4.5,3.54,20.87,0.03
19,2.37,-3.56,48.57,0.5,1.06,0.99,-4.5,3.54,20.87,0.03
20,2.37,-3.56,48.57,0.5,1.06,0.99,-3.84,2.47,21.08,0.28
21,3.79,-0.39,48.07,1.93,1.06,0.99,-3.84,2.47,21.08,0.28
22,3.79,-0.39,48.07,1.93,0.39,1.03,1.52,7.73,21.08,0.28
23,3.79,-0.39,48.07,1.93,0.39,1.03,1.52,7.73,21.26,2.0
24,8.42,2.29,65.6,5.04,0.39,1.03,1.52,7.73,21.26,2.0

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.95,-6.61,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.95,-6.61,49.07,-0.67,1.08,1.32,0.0,0.0,0.0,0.0
3,2.95,-6.61,49.07,-0.67,1.08,1.32,-7.4,3.3,21.68,-0.24
4,3.31,-6.12,49.07,-0.67,1.08,1.32,-7.4,3.3,21.68,-0.24
5,3.31,-6.12,48.28,-0.48,1.01,1.11,-7.4,3.3,21.68,-0.24
6,3.31,-6.12,48.28,-0.48,1.01,1.11,-7.2,3.88,21.89,-0.25
7,2.7,-6.33,49.15,-0.48,1.01,1.11,-7.2,3.88,21.89,-0.25
8,2.7,-6.33,49.15,-0.43,0.86,1.09,-7.28,3.88,21.89,-0.25
9,2.7,-6.33,49.15,-0.43,0.86,1.09,-7.28,3.15,22.04,-0.41
10,3.16,-6.53,48.04,-0.43,0.86,1.09,-7.28,3.15,22.04,-0.41
11,3.16,-6.53,48.04,-0.7,1.29,0.99,-7.62,3.15,22.04,-0.41
12,3.16,-6.53,48.04,-0.7,1.29,0.99,-7.62,3.53,22.21,-0.17
13,3.27,-6.97,49.13,-0.71,1.29,0.99,-7.62,3.53,22.21,-0.17
14,3.27,-6.97,49.13,-0.71,1.26,0.98,-8.03,3.68,22.21,-0.17
15,3.27,-6.97,49.13,-0.71,1.26,0.98,-8.03,3.68,22.36,-0.11
16,2.45,-5.37,47.19,-0.16,1.26,0.98,-8.03,3.68,22.36,-0.11
17,2.45,-5.37,47.19,-0.16,0.67,1.08,-6.49,3.01,22.57,-0.11
18,3.28,-5.37,47.19,-0.16,0.67,1.08,-6.49,3.01,22.57,0.2
19,3.28,-4.14,46.7,1.62,1.92,1.51,-6.49,3.01,22.57,0.2
20,3.28,-4.14,46.7,1.62,1.92,1.51,-3.88,6.26,22.8,0.2
21,5.47,6.42,46.7,1.62,1.92,1.51,-3.88,6.26,22.8,2.46
22,5.47,6.42,46.1,5.89,-2.53,5.96,-3.88,6.26,22.8,2.46
23,5.47,6.42,46.1,5.89,-2.53,5.96,5.8,6.84,23.54,0.01
24,-9.41,-31.95,99.99,5.89,-2.53,5.96,5.8,6.84,23.54,0.01

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.61,-2.42,48.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.61,-2.42,48.85,0.38,1.49,0.74,-2.87,0.0,0.0,0.0
3,4.61,-2.42,48.85,0.38,1.49,0.74,-2.87,5.59,27.08,0.46
4,4.68,-2.15,48.43,0.38,1.49,0.74,-2.87,5.59,27.08,0.46
5,4.68,-2.15,48.43,-1.07,1.41,1.18,-2.87,5.59,27.08,0.46
6,4.68,-2.15,48.43,-1.07,1.41,1.18,-2.34,5.24,27.25,0.28
7,4.28,-1.94,48.94,0.0,1.41,1.18,-2.34,5.24,27.25,0.28
8,4.28,-1.94,48.94,0.0,1.5,0.74,-2.62,5.52,27.25,0.28
9,4.66,-1.94,48.94,0.0,1.5,0.74,-2.62,5.52,27.4,0.14
10,4.66,-2.24,48.64,-0.38,1.26,0.74,-2.62,5.52,27.4,0.14
11,4.66,-2.24,48.64,-0.38,1.26,1.17,-2.17,5.22,27.59,0.14
12,4.16,-2.24,48.64,-0.38,1.26,1.17,-2.17,5.22,27.59,-0.04
13,4.16,-1.9,48.77,-0.21,1.46,1.17,-2.17,5.22,27.59,-0.04
14,4.16,-1.9,48.77,-0.21,1.46,0.75,-2.45,5.16,27.74,-0.04
15,4.75,-2.23,48.77,-0.21,1.46,0.75,-2.45,5.16,27.74,0.25
16,4.75,-2.23,47.71,0.4,1.11,0.85,-2.45,5.16,27.74,0.25
17,4.75,-2.23,47.71,0.4,1.11,0.85,-2.12,5.14,27.88,0.25
18,2.46,-1.44,47.71,0.4,1.11,0.85,-2.12,5.14,27.88,0.24
19,2.46,-1.44,46.63,0.93,0.51,0.25,-2.12,5.14,27.88,0.24
20,2.46,-1.44,46.63,0.93,0.51,0.25,-1.18,3.47,27.94,0.75
21,5.33,1.44,47.42,4.51,0.51,0.25,-1.18,3.47,27.94,0.75
22,5.33,1.44,47.42,4.51,0.77,-1.62,2.76,7.42,27.94,0.75
23,5.33,1.44,47.42,4.51,0.77,-1.62,2.76,7.42,27.72,1.59
24,12.66,9.13,61.03,27.94,21.84,-1.62,2.76,7.42,27.72,1.59

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.91,-3.03,48.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.91,-3.03,48.08,-0.39,1.43,0.87,-3.63,0.0,0.0,0.0
3,2.91,-3.03,48.08,-0.39,1.43,0.87,-3.63,3.78,14.32,0.5
4,4.24,-4.24,49.38,-0.39,1.43,0.87,-3.63,3.78,14.32,0.5
5,4.24,-4.24,49.38,0.58,1.0,0.76,-4.86,3.78,14.32,0.5
6,2.5,-4.24,49.38,0.58,1.0,0.76,-4.86,4.51,14.43,0.2
7,2.5,-3.3,47.61,-0.02,1.0,0.76,-4.86,4.51,14.43,0.2
8,2.5,-3.3,47.61,-0.02,1.33,0.84,-4.35,3.89,14.43,0.2
9,3.39,-3.3,47.61,-0.02,1.33,0.84,-4.35,3.89,14.59,0.32
10,3.39,-4.39,49.05,0.14,0.78,0.84,-4.35,3.89,14.59,0.32
11,3.39,-4.39,49.05,0.14,0.78,1.03,-4.9,3.48,14.73,0.32
12,3.32,-4.1,49.05,0.14,0.78,1.03,-4.9,3.48,14.73,0.2
13,3.32,-4.1,48.65,0.63,1.15,0.63,-4.9,3.48,14.73,0.2
14,3.32,-4.1,48.65,0.63,1.15,0.63,-4.77,3.97,14.85,0.23
15,3.41,-4.22,48.38,0.63,1.15,0.63,-4.77,3.97,14.85,0.23
16,3.41,-4.22,48.38,0.19,0.72,0.92,-4.77,3.97,14.85,0.23
17,3.41,-4.22,48.38,0.19,0.72,0.92,-4.63,3.93,15.03,0.03
18,3.27,-3.07,48.31,0.19,0.72,0.92,-4.63,3.93,15.03,0.03
19,3.27,-3.07,48.31,2.85,0.38,0.91,-2.34,3.93,15.03,0.03
20,3.27,-3.07,48.31,2.85,0.38,0.91,-2.34,5.56,15.2,0.29
21,7.76,-2.34,62.84,2.01,0.38,0.91,-2.34,5.56,15.2,0.29
22,7.76,-2.34,62.84,2.01,-4.67,2.29,-2.21,5.34,15.2,0.29
23,-6.59,-2.34,62.84,2.01,-4.67,2.29,-2.21,5.34,15.5,-1.82
24,-6.59,-37.48,99.99,-10.7,-1.48,2.29,-2.21,5.34,15.5,-1.82

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.9,-5.24,0.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0
2,2.9,-5.24,48.78,-0.43,1.6,0.85,-6.17,0.0,0.0,0.0
3,3.16,-5.24,48.78,-0.43,1.6,0.85,-6.17,3.59,24.45,-0.06
4,3.16,-5.26,48.9,-0.66,1.6,0.85,-6.17,3.59,24.45,-0.06
5,3.16,-5.26,48.9,-0.66,1.42,1.06,-6.03,3.56,24.45,-0.06
6,3.24,-5.26,48.9,-0.66,1.42,1.06,-6.03,3.56,24.58,0.07
7,3.24,-5.29,48.6,-0.36,1.14,1.06,-6.03,3.56,24.58,0.07
8,3.24,-5.29,48.6,-0.36,1.14,0.94,-6.14,3.57,24.75,0.07
9,3.02,-5.29,48.6,-0.36,1.14,0.94,-6.14,3.57,24.75,0.26
10,3.02,-5.12,48.71,-0.48,1.33,0.94,-6.14,3.57,24.75,0.26
11,3.02,-5.12,48.71,-0.48,1.33,0.98,-6.05,3.62,24.92,0.26
12,3.01,-5.12,48.71,-0.48,1.33,0.98,-6.05,3.62,24.92,0.29
13,3.01,-5.16,48.56,-0.47,1.22,0.98,-6.05,3.62,24.92,0.29
14,3.01,-5.16,48.56,-0.47,1.22,0.85,-6.05,3.42,25.07,0.06
15,2.95,-5.02,48.56,-0.47,1.22,0.85,-6.05,3.42,25.07,0.06
16,2.95,-5.02,48.7,0.15,0.76,0.88,-6.05,3.42,25.07,0.06
17,2.95,-5.02,48.7,0.15,0.76,0.88,-5.88,3.54,25.22,0.63
18,3.34,-4.15,48.7,0.15,0.76,0.88,-5.88,3.54,25.22,0.63
19,3.34,-4.15,46.2,1.7,0.39,3.05,-3.15,4.71,25.22,0.63
20,7.08,-4.15,46.2,1.7,0.39,3.05,-3.15,4.71,25.45,0.21
21,7.08,-2.29,48.25,21.37,0.39,3.05,-3.15,4.71,25.45,0.21
22,7.08,-2.29,48.25,21.37,2.95,9.23,-6.4,9.04,25.45,0.21
23,-7.13,-2.29,48.25,21.37,2.95,9.23,-6.4,9.04,26.47,5.51
24,-7.13,-56.4,99.99,-48.72,10.4,9.23,-6.4,9.04,26.47,5.51

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.44,-0.62,49.04,-0.41,0.0,0.0,0.0,0.0,0.0,0.0
2,2.44,-0.62,49.04,-0.41,1.3,1.11,-0.56,2.62,0.0,0.0
3,2.03,-0.62,49.04,-0.41,1.3,1.11,-0.56,2.62,18.16,0.29
4,2.03,-0.47,49.07,-0.41,1.36,1.11,-0.56,2.62,18.16,0.29
5,2.03,-0.47,49.07,-0.41,1.36,0.99,-0.49,2.49,18.16,0.29
6,2.23,-0.47,49.07,-0.41,1.36,0.99,-0.49,2.49,18.32,0.04
7,2.23,-0.56,49.12,-0.3,1.29,0.99,-0.49,2.49,18.32,0.04
8,2.23,-0.56,49.12,-0.3,1.29,1.01,-0.61,2.67,18.49,0.04
9,2.33,-0.52,49.12,-0.3,1.29,1.01,-0.61,2.67,18.49,-0.13
10,2.33,-0.52,48.61,-0.43,1.21,1.0,-0.61,2.67,18.49,-0.13
11,2.33,-0.52,48.61,-0.43,1.21,1.0,-0.57,2.66,18.67,-0.07
12,2.26,-0.39,48.8,-0.43,1.21,1.0,-0.57,2.66,18.67,-0.07
13,2.26,-0.39,48.8,-0.36,1.31,0.84,-0.51,2.66,18.67,-0.07
