
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
7,-7.14,25.77,39.57,1.24,1.86,2.83,34.54,-12.08,29.31,-0.19
8,-7.14,25.77,39.57,1.24,3.02,6.4,32.78,-10.34,30.2,-0.19
9,-7.46,25.77,39.57,1.24,3.02,6.4,32.78,-10.34,30.2,-0.02
10,-7.46,25.21,38.02,0.52,1.73,6.4,32.78,-10.34,30.2,-0.02
11,-7.46,25.21,38.02,0.52,1.73,10.55,33.26,-12.18,31.76,-0.02
12,-8.56,25.21,38.02,0.52,1.73,10.55,33.26,-12.18,31.76,0.29
13,-8.56,23.55,36.36,1.34,3.78,10.55,33.26,-12.18,31.76,0.29
14,-8.56,23.55,36.36,1.34,3.78,14.09,32.3,-15.83,33.59,0.29
15,-23.21,22.89,36.36,1.34,3.78,14.09,32.3,-15.83,33.59,-1.01
16,-23.21,22.89,45.72,10.69,7.57,14.09,32.3,-15.83,33.59,-1.01
17,-23.21,22.89,45.72,10.69,7.57,22.31,26.57,-38.97,36.71,-26.11
18,-99.99,19.28,45.04,10.69,7.57,22.31,26.57,-38.97,36.71,-26.11
19,-99.99,19.28,45.04,5.25,13.95,-37.94,21.06,-38.97,36.71,-26.11
20,-99.99,19.28,45.04,5.25,13.95,-37.94,21.06,-62.29,37.14,-2.82
21,-99.99,-20.27,35.81,5.25,13.95,-37.94,21.06,-62.29,37.14,-2.82
22,-99.99,-20.27,35.81,-10.83,-0.23,-100.0,-30.48,-62.29,37.14,-2.82
23,-99.99,-20.27,35.81,-10.83,-0.23,-100.0,-30.48,-61.29,24.46,-0.01
24,99.99,-70.2,29.48,-50.44,-0.23,-100.0,-30.48,-61.29,24.46,-0.01

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-10.74,25.09,38.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-10.74,25.09,38.88,0.28,2.09,0.0,32.83,0.0,0.0,0.0
3,-10.74,25.09,38.88,0.28,2.09,2.2,32.83,-14.96,28.99,0.45
4,-9.97,24.67,39.79,0.66,2.09,2.2,32.83,-14.96,28.99,0.45
5,-9.97,24.67,39.79,0.66,2.68,2.85,32.15,-14.53,28.99,0.45
6,-9.79,24.67,39.79,0.66,2.68,2.85,32.15,-14.53,29.41,0.02
7,-9.79,24.07,40.17,2.01,2.68,2.85,32.15,-14.53,29.41,0.02
8,-9.79,24.07,40.17,2.01,2.82,5.49,31.21,-13.21,30.21,0.02
9,-8.16,24.07,40.17,2.01,2.82,5.49,31.21,-13.21,30.21,0.71
10,-8.16,23.39,39.65,2.28,2.77,5.49,31.21,-13.21,30.21,0.71
11,-8.16,23.39,39.65,2.28,2.77,9.42,29.52,-12.06,30.21,0.71
12,-6.29,23.75,39.65,2.28,2.77,9.42,29.52,-12.06,31.75,1.32
13,-6.29,23.75,39.04,3.23,9.89,9.42,29.52,-12.06,31.75,1.32
14,-6.29,23.75,39.04,3.23,9.89,13.49,30.6,-7.32,33.68,1.32
15,-4.47,20.3,39.04,3.23,9.89,13.49,30.6,-7.32,33.68,0.06
16,-4.47,20.3,38.75,6.1,4.21,22.12,30.6,-7.32,33.68,0.06
17,-4.47,20.3,38.75,6.1,4.21,22.12,28.15,-8.58,36.96,0.2
18,-13.56,17.37,43.24,6.1,4.21,22.12,28.15,-8.58,36.96,0.2
19,-13.56,17.37,43.24,7.26,-0.28,24.14,22.52,-8.58,36.96,0.2
20,-13.56,17.37,43.24,7.26,-0.28,24.14,22.52,-18.55,40.53,-3.91
21,-61.08,9.18,55.08,7.54,-0.28,24.14,22.52,-18.55,40.53,-3.91
22,-61.08,9.18,55.08,7.54,35.25,27.71,11.92,-52.52,40.53,-3.91
23,-99.99,9.18,55.08,7.54,35.25,27.71,11.92,-52.52,44.85,-22.92
24,-99.99,7.41,49.42,-8.0,-3.71,27.71,11.92,-52.52,44.85,-22.92

0,-8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-8.93,18.95,43.95,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2,-8.93,18.95,43.95,3.6,1.35,3.27,23.52,-11.59,0.0,0.0
3,-8.93,18.95,43.95,3.6,1.35,3.27,23.52,-11.59,52.67,0.38
4,-9.21,18.99,43.07,-1.05,1.35,3.27,23.52,-11.59,52.67,0.38
5,-9.21,18.99,43.07,-1.05,-2.81,4.27,23.51,-13.18,52.67,0.38
6,-10.89,18.99,43.07,-1.05,-2.81,4.27,23.51,-13.18,53.33,-0.13
7,-10.89,19.1,42.73,-0.08,1.72,4.27,23.51,-13.18,53.33,-0.13
8,-10.89,19.1,42.73,-0.08,1.72,3.66,24.02,-13.02,53.95,-0.13
9,-10.25,18.89,42.73,-0.08,1.72,3.66,24.02,-13.02,53.95,-0.03
10,-10.25,18.89,42.6,-0.8,-0.15,3.59,24.02,-13.02,53.95,-0.03
11,-10.25,18.89,42.6,-0.8,-0.15,3.59,23.94,-13.38,54.6,-0.03
12,-9.97,18.6,42.25,-0.8,-0.15,3.59,23.94,-13.38,54.6,-0.03
13,-9.97,18.6,42.25,-0.8,0.09,3.99,23.88,-13.38,54.6,-0.03
14,-10.03,18.6,42.25,-0.8,0.09,3.99,23.88,-12.93,55.18,-0.43
15,-10.03,18.26,42.43,-0.49,0.09,3.99,23.88,-12.93,55.18,-0.43
16,-10.03,18.26,42.43,-0.49,-0.39,5.05,23.38,-13.54,55.18,-0.43
17,-9.63,18.26,42.43,-0.49,-0.39,5.05,23.38,-13.54,55.96,0.46
18,-9.63,17.58,41.42,-0.64,-1.19,5.05,23.38,-13.54,55.96,0.46
19,-9.63,17.58,41.42,-0.64,-1.19,8.93,23.28,-15.52,57.24,0.46
20,-19.05,13.63,41.42,-0.64,-1.19,8.93,23.28,-15.52,57.24,-0.8
21,-19.05,13.63,42.38,-3.21,-7.04,13.36,23.28,-15.52,57.24,-0.8
22,-19.05,13.63,42.38,-3.21,-7.04,13.36,16.39,-28.3,58.93,-16.71
23,-99.99,11.12,67.01,-3.21,-7.04,13.36,16.39,-28.3,58.93,-16.71
24,-99.99,11.12,67.01,-10.03,5.69,-21.52,10.02,-28.3,58.93,-16.71

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-14.75,24.61,37.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-14.75,24.61,37.94,-0.13,2.18,3.96,32.88,0.0,0.0,0.0
3,-14.75,24.61,37.94,-0.13,2.18,3.96,32.88,-20.84,27.08,-0.19
4,-15.46,24.39,38.03,-0.27,2.18,3.96,32.88,-20.84,27.08,-0.19
5,-15.46,24.39,38.03,-0.27,1.03,5.09,32.65,-21.94,27.91,-0.19
6,-14.17,24.39,38.03,-0.27,1.03,5.09,32.65,-21.94,27.91,-0.09
7,-14.17,24.24,37.95,-0.8,1.29,5.09,32.65,-21.94,27.91,-0.09
8,-14.17,24.24,37.95,-0.8,1.29,4.36,32.49,-20.27,27.91,-0.09
9,-12.6,24.24,37.95,-0.8,1.29,4.36,32.49,-20.27,28.55,-0.6
10,-12.6,23.79,39.38,0.35,1.02,4.36,32.49,-20.27,28.55,-0.6
11,-12.6,23.79,39.38,0.35,1.02,4.11,31.55,-18.21,28.55,-0.6
12,-14.21,23.75,39.38,0.35,1.02,4.11,31.55,-18.21,29.27,-0.12
13,-14.21,23.75,38.15,0.41,0.02,4.11,31.55,-18.21,29.27,-0.12
14,-14.21,23.75,38.15,0.41,0.02,8.05,31.29,-20.7,30.34,-0.12
15,-17.88,22.77,38.15,0.41,0.02,8.05,31.29,-20.7,30.34,-0.16
16,-17.88,22.77,36.86,-1.1,-1.79,8.7,31.29,-20.7,30.34,-0.16
17,-17.88,22.77,36.86,-1.1,-1.79,8.7,31.48,-25.76,31.88,-0.54
18,-19.71,21.96,38.56,-1.1,-1.79,8.7,31.48,-25.76,31.88,-0.54
19,-19.71,21.96,38.56,-0.14,-0.48,8.89,29.98,-25.76,31.88,-0.54
20,-19.71,21.96,38.56,-0.14,-0.48,8.89,29.98,-26.96,33.44,-3.31
21,-47.02,17.62,42.26,-0.35,-0.48,8.89,29.98,-26.96,33.44,-3.31
22,-47.02,17.62,42.26,-0.35,17.15,2.21,23.17,-49.42,33.44,-3.31
23,-47.02,17.62,42.26,-0.35,17.15,2.21,23.17,-49.42,34.31,-0.22
24,-99.99,6.78,36.0,-26.02,17.15,2.21,23.17,-49.42,34.31,-0.22

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-3.07,27.11,39.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-3.07,27.11,39.73,0.32,1.87,2.25,34.78,-6.65,0.0,0.0
3,-3.07,27.11,39.73,0.32,1.87,2.25,34.78,-6.65,38.0,0.16
4,-4.8,27.52,38.47,0.32,1.87,2.25,34.78,-6.65,38.0,0.16
5,-4.8,27.52,38.47,-0.6,1.64,1.39,35.4,-6.65,38.0,0.16
6,-5.24,27.52,38.47,-0.6,1.64,1.39,35.4,-7.1,38.22,0.24
7,-5.24,27.47,39.12,-0.57,1.9,1.39,35.4,-7.1,38.22,0.24
8,-5.24,27.47,39.12,-0.57,1.9,1.75,35.59,-8.34,38.48,0.24
9,-5.74,27.93,39.12,-0.57,1.9,1.75,35.59,-8.34,38.48,0.05
10,-5.74,27.93,38.92,-0.28,2.4,0.41,35.59,-8.34,38.48,0.05
11,-5.74,27.93,38.92,-0.28,2.4,0.41,35.26,-6.38,38.64,0.61
12,-2.38,26.92,39.41,-0.28,2.4,0.41,35.26,-6.38,38.64,0.61
13,-2.38,26.92,39.41,-0.46,2.21,1.96,34.47,-6.38,38.64,0.61
14,-2.38,26.92,39.41,-0.46,2.21,1.96,34.47,-3.35,38.79,0.17
15,-2.48,27.28,39.02,-0.58,2.21,1.96,34.47,-3.35,38.79,0.17
16,-2.48,27.28,39.02,-0.58,2.32,3.32,34.98,-3.35,38.79,0.17
17,-2.48,27.28,39.02,-0.58,2.32,3.32,34.98,-3.5,39.27,0.2
18,-0.38,25.92,36.81,-0.48,2.55,3.32,34.98,-3.5,39.27,0.2
19,-0.38,25.92,36.81,-0.48,2.55,5.06,34.68,0.46,39.92,0.2
20,-15.15,19.69,36.81,-0.48,2.55,5.06,34.68,0.46,39.92,0.21
21,-15.15,19.69,38.28,10.01,26.36,17.69,34.68,0.46,39.92,0.21
22,-15.15,19.69,38.28,10.01,26.36,17.69,30.63,-39.22,41.98,-27.8
23,-99.99,32.57,61.46,10.01,26.36,17.69,30.63,-39.22,41.98,-27.8
24,-99.99,32.57,61.46,-7.34,-22.57,-42.17,30.63,-39.22,41.98,-27.8

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-8.11,24.83,40.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-8.11,24.83,40.64,-0.54,1.74,3.19,0.0,0.0,0.0,0.0
3,-8.11,24.83,40.64,-0.54,1.74,3.19,31.44,-11.47,27.2,0.04
4,-7.51,24.59,40.2,-0.54,1.74,3.19,31.44,-11.47,27.2,0.04
5,-7.51,24.59,40.2,-0.65,1.81,2.24,31.33,-11.47,27.2,0.04
6,-7.51,24.59,40.2,-0.65,1.81,2.24,31.33,-10.28,27.62,0.04
7,-4.6,23.96,40.34,-1.04,1.81,2.24,31.33,-10.28,27.62,0.04
8,-4.6,23.96,40.34,-1.04,0.97,2.27,30.51,-6.66,27.62,0.04
9,-3.95,23.96,40.34,-1.04,0.97,2.27,30.51,-6.66,27.95,0.26
10,-3.95,23.93,39.49,-1.0,1.69,2.27,30.51,-6.66,27.95,0.26
11,-3.95,23.93,39.49,-1.0,1.69,5.31,31.58,-6.28,28.78,0.26
12,-4.31,23.84,40.47,-1.0,1.69,5.31,31.58,-6.28,28.78,-0.27
13,-4.31,23.84,40.47,0.71,1.76,8.22,30.52,-6.28,28.78,-0.27
14,-4.31,23.84,40.47,0.71,1.76,8.22,30.52,-6.03,29.95,0.06
15,-4.79,22.29,39.79,0.71,1.76,8.22,30.52,-6.03,29.95,0.06
16,-4.79,22.29,39.79,1.95,0.0,14.64,27.55,-6.03,29.95,0.06
17,-4.79,22.29,39.79,1.95,0.0,14.64,27.55,-8.44,32.16,-2.89
18,-18.55,14.4,49.19,5.88,0.0,14.64,27.55,-8.44,32.16,-2.89
19,-18.55,14.4,49.19,5.88,12.23,30.69,15.54,-8.44,32.16,-2.89
20,-18.55,14.4,49.19,5.88,12.23,30.69,15.54,-43.33,36.43,-32.98
21,-99.99,11.6,50.54,-22.62,12.23,30.69,15.54,-43.33,36.43,-32.98
22,-99.99,11.6,50.54,-22.62,-11.13,-51.73,6.73,-62.74,36.43,-32.98
23,-82.41,11.6,50.54,-22.62,-11.13,-51.73,6.73,-62.74,35.65,-0.32
24,-82.41,-40.25,34.55,-33.88,35.59,-51.73,6.73,-62.74,35.65,-0.32

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-3.58,19.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-3.58,19.24,43.49,-0.75,1.47,1.18,0.0,0.0,0.0,0.0
3,-3.58,19.24,43.49,-0.75,1.47,1.18,24.02,-4.57,23.06,0.0
4,-3.74,19.19,43.49,-0.75,1.47,1.18,24.02,-4.57,23.06,0.2
5,-3.74,19.19,44.19,-0.43,0.98,1.64,24.02,-4.57,23.06,0.2
6,-3.74,19.19,44.19,-0.43,0.98,1.64,23.65,-4.94,23.25,0.2
7,-3.2,19.37,43.61,-0.43,0.98,1.64,23.65,-4.94,23.25,0.02
8,-3.2,19.37,43.61,-0.74,1.28,1.51,23.73,-4.94,23.25,0.02
9,-3.2,19.37,43.61,-0.74,1.28,1.51,23.73,-4.43,23.53,0.08
10,-3.37,19.0,43.8,-0.42,1.28,1.51,23.73,-4.43,23.53,0.08
11,-3.37,19.0,43.8,-0.42,1.4,2.33,23.53,-4.14,23.53,0.08
12,-2.98,19.0,43.8,-0.42,1.4,2.33,23.53,-4.14,23.91,0.46
13,-2.98,18.77,43.58,-1.67,0.2,2.33,23.53,-4.14,23.91,0.46
14,-2.98,18.77,43.58,-1.67,0.2,2.85,23.27,-3.07,24.34,0.46
15,-0.49,18.83,43.58,-1.67,0.2,2.85,23.27,-3.07,24.34,0.26
16,-0.49,18.83,42.61,-4.21,-2.88,2.85,23.27,-3.07,24.34,0.26
17,-0.49,18.83,42.61,-4.21,-2.88,5.35,24.26,-1.66,25.12,0.26
18,-0.87,19.38,42.47,-4.21,-2.88,5.35,24.26,-1.66,25.12,0.25
19,-0.87,19.38,42.47,-2.71,-2.71,13.09,23.58,-1.66,25.12,0.25
20,-0.87,19.38,42.47,-2.71,-2.71,13.09,23.58,-2.88,26.65,0.31
21,4.9,17.49,37.42,-6.19,-2.71,13.09,23.58,-2.88,26.65,0.31
22,4.9,17.49,37.42,-6.19,-6.19,25.46,23.24,-2.88,26.65,0.31
23,4.9,17.49,37.42,-6.19,-6.19,25.46,23.24,6.46,29.91,0.12
24,-27.8,7.45,58.3,7.65,-6.19,25.46,23.24,6.46,29.91,0.12

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-2.23,19.09,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-2.23,19.09,44.1,-0.27,0.75,1.85,23.29,0.0,0.0,0.0
3,-2.23,19.09,44.1,-0.27,0.75,1.85,23.29,-3.0,25.38,0.03
4,-2.14,19.32,43.96,-0.57,0.75,1.85,23.29,-3.0,25.38,0.03
5,-2.14,19.32,43.96,-0.57,0.94,1.9,23.67,-2.97,25.38,0.03
6,-1.57,19.32,43.96,-0.57,0.94,1.9,23.67,-2.97,25.67,0.19
7,-1.57,18.7,44.49,-0.21,0.81,1.9,23.67,-2.97,25.67,0.19
8,-1.57,18.7,44.49,-0.21,0.81,2.82,23.21,-2.14,26.12,0.19
9,-1.23,18.7,44.49,-0.21,0.81,2.82,23.21,-2.14,26.12,0.28
10,-1.23,19.13,42.48,-0.79,0.06,2.82,23.21,-2.14,26.12,0.28
11,-1.23,19.13,42.48,-0.79,0.06,4.6,24.06,0.09,26.83,0.28
12,1.79,18.31,42.48,-0.79,0.06,4.6,24.06,0.09,26.83,0.78
13,1.79,18.31,42.75,-0.43,-2.22,11.54,24.06,0.09,26.83,0.78
14,1.79,18.31,42.75,-0.43,-2.22,11.54,23.19,2.78,28.21,0.78
15,-0.25,18.3,42.75,-0.43,-2.22,11.54,23.19,2.78,28.21,0.05
16,-0.25,18.3,42.39,-0.45,-7.06,20.96,23.19,2.78,28.21,0.05
17,-0.25,18.3,42.39,-0.45,-7.06,20.96,23.99,-1.13,31.37,0.29
18,-1.53,11.9,40.97,-0.45,-7.06,20.96,23.99,-1.13,31.37,0.29
19,-1.53,11.9,40.97,3.63,-10.0,28.03,17.6,-1.13,31.37,0.29
20,-1.53,11.9,40.97,3.63,-10.0,28.03,17.6,-4.06,35.37,-2.84
21,-99.49,10.12,59.92,9.09,-10.0,28.03,17.6,-4.06,35.37,-2.84
22,-99.49,10.12,59.92,9.09,16.84,59.03,9.47,-57.15,35.37,-2.84
23,-99.99,10.12,59.92,9.09,16.84,59.03,9.47,-57.15,44.02,-0.43
24,-99.99,-1.06,83.67,-6.78,-10.24,59.03,9.47,-57.15,44.02,-0.43

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-6.45,26.95,38.61,0.41,0.0,0.0,0.0,0.0,0.0,0.0
2,-6.45,26.95,38.61,0.41,2.4,1.54,34.8,0.0,0.0,0.0
3,-4.94,26.95,38.61,0.41,2.4,1.54,34.8,-9.05,102.74,0.16
4,-4.94,27.28,38.46,-0.31,2.4,1.54,34.8,-9.05,102.74,0.16
5,-4.94,27.28,38.46,-0.31,1.94,1.64,35.95,-8.62,102.74,0.16
6,-6.64,27.58,38.46,-0.31,1.94,1.64,35.95,-8.62,102.98,-0.04
7,-6.64,27.58,39.45,1.25,2.87,1.64,35.95,-8.62,102.98,-0.04
8,-6.64,27.58,39.45,1.25,2.87,2.43,34.71,-9.03,103.31,-0.04
9,-6.62,27.14,39.45,1.25,2.87,2.43,34.71,-9.03,103.31,0.82
10,-6.62,27.14,39.91,-0.41,0.91,1.48,34.71,-9.03,103.31,0.82
11,-6.62,27.14,39.91,-0.41,0.91,1.48,34.87,-10.42,103.6,-0.41
12,-5.48,26.76,38.34,-0.41,0.91,1.48,34.87,-10.42,103.6,-0.41
13,-5.48,26.76,38.34,0.06,3.24,1.33,34.87,-10.42,103.6,-0.41
14,-5.48,26.76,38.34,0.06,3.24,1.33,35.11,-8.4,103.8,0.3
15,-6.67,26.47,38.7,0.06,3.24,1.33,35.11,-8.4,103.8,0.3
16,-6.67,26.47,38.7,0.72,3.39,2.42,34.8,-8.4,103.8,0.3
17,-6.67,26.47,38.7,0.72,3.39,2.42,34.8,-7.69,104.19,0.12
18,-6.57,25.96,40.6,0.81,3.39,2.42,34.8,-7.69,104.19,0.12
19,-6.57,25.96,40.6,0.81,3.73,2.96,32.69,-10.19,104.77,0.12
20,-15.41,25.96,40.6,0.81,3.73,2.96,32.69,-10.19,104.77,0.23
21,-15.41,23.37,39.26,-1.35,1.32,2.96,32.69,-10.19,104.77,0.23
22,-15.41,23.37,39.26,-1.35,1.32,1.16,31.38,-24.2,104.77,0.23
23,-63.1,23.37,39.26,-1.35,1.32,1.16,31.38,-24.2,104.97,-3.6
24,-63.1,25.67,55.33,3.5,10.31,1.16,31.38,-24.2,104.97,-3.6

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.84,22.66,41.47,-0.32,0.0,0.0,0.0,0.0,0.0,0.0
2,0.84,22.66,41.47,-0.32,1.51,1.88,28.11,0.0,0.0,0.0
3,1.3,22.66,41.47,-0.32,1.51,1.88,28.11,1.65,23.64,0.5
4,1.3,22.23,41.93,-0.24,1.26,1.88,28.11,1.65,23.64,0.5
5,1.3,22.23,41.93,-0.24,1.26,1.75,28.14,1.36,23.88,0.5
6,3.11,22.0,41.93,-0.24,1.26,1.75,28.14,1.36,23.88,0.09
7,3.11,22.0,43.84,0.55,2.41,1.01,28.14,1.36,23.88,0.09
8,3.11,22.0,43.84,0.55,2.41,1.01,26.69,4.11,24.08,0.09
9,2.94,22.17,43.84,0.55,2.41,1.01,26.69,4.11,24.08,0.1
10,2.94,22.17,42.9,-0.52,1.26,2.31,27.46,4.11,24.08,0.1
11,2.94,22.17,42.9,-0.52,1.26,2.31,27.46,3.06,24.43,0.17
12,1.1,22.74,42.46,-0.52,1.26,2.31,27.46,3.06,24.43,0.17
13,1.1,22.74,42.46,-1.12,0.78,2.47,27.9,3.06,24.43,0.17
14,1.1,22.74,42.46,-1.12,0.78,2.47,27.9,1.76,24.79,0.45
15,2.3,22.23,42.42,-0.91,0.78,2.47,27.9,1.76,24.79,0.45
16,2.3,22.23,42.42,-0.91,0.79,2.14,27.67,3.8,24.79,0.45
17,2.89,22.23,42.42,-0.91,0.79,2.14,27.67,3.8,25.15,0.11
18,2.89,22.7,42.73,0.03,1.57,2.14,27.67,3.8,25.15,0.11
19,2.89,22.7,42.73,0.03,1.57,3.27,28.34,5.89,25.6,0.11
20,10.39,18.45,42.73,0.03,1.57,3.27,28.34,5.89,25.6,1.15
21,10.39,18.45,44.54,-1.71,1.2,5.32,28.34,5.89,25.6,1.15
22,10.39,18.45,44.54,-1.71,1.2,5.32,22.75,12.96,26.39,-0.45
23,8.5,13.02,43.82,-1.71,1.2,5.32,22.75,12.96,26.39,-0.45
24,8.5,13.02,43.82,-2.82,-5.5,24.02,15.06,12.96,26.39,-0.45

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-2.78,22.63,42.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-2.78,22.63,42.03,-0.98,1.54,2.15,28.32,0.0,0.0,0.0
3,-2.17,22.63,42.03,-0.98,1.54,2.15,28.32,-3.41,27.37,0.11
4,-2.17,22.51,41.13,-0.76,1.54,2.15,28.32,-3.41,27.37,0.11
5,-2.17,22.51,41.13,-0.76,2.13,2.22,28.46,-3.1,27.37,0.11
6,-1.99,22.51,41.13,-0.76,2.13,2.22,28.46,-3.1,27.69,0.23
7,-1.99,22.35,42.68,-0.26,2.13,2.22,28.46,-3.1,27.69,0.23
8,-1.99,22.35,42.68,-0.26,1.36,2.59,27.94,-3.09,27.69,0.23
9,-1.96,22.35,42.68,-0.26,1.36,2.59,27.94,-3.09,28.08,0.15
10,-1.96,22.0,42.29,-0.22,1.32,2.59,27.94,-3.09,28.08,0.15
11,-1.96,22.0,42.29,-0.22,1.32,2.22,27.54,-2.28,28.5,0.15
12,-0.26,22.0,42.29,-0.22,1.32,2.22,27.54,-2.28,28.5,0.0
13,-0.26,21.98,42.26,-0.11,1.54,3.04,27.54,-2.28,28.5,0.0
14,-0.26,21.98,42.26,-0.11,1.54,3.04,27.46,-0.82,28.89,-0.18
15,-2.91,22.38,42.26,-0.11,1.54,3.04,27.46,-0.82,28.89,-0.18
16,-2.91,22.38,42.43,-0.11,1.61,4.12,27.98,-0.82,28.89,-0.18
17,-0.67,22.38,42.43,-0.11,1.61,4.12,27.98,-3.91,29.62,0.59
18,-0.67,21.61,41.74,-0.11,1.61,4.12,27.98,-3.91,29.62,0.59
19,-0.67,21.61,41.74,0.09,1.18,4.29,27.1,-0.5,29.62,0.59
20,0.63,21.61,41.74,0.09,1.18,4.29,27.1,-0.5,30.21,0.28
21,0.63,19.62,41.16,-0.04,1.18,4.29,27.1,-0.5,30.21,0.28
22,0.63,19.62,41.16,-0.04,0.87,10.28,25.21,1.34,30.21,0.28
23,-9.59,19.62,41.16,-0.04,0.87,10.28,25.21,1.34,31.42,-1.24
24,-9.59,22.65,69.81,10.65,13.77,10.28,25.21,1.34,31.42,-1.24

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-2.27,22.5,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-2.27,22.5,42.25,-0.2,1.13,1.8,28.28,0.0,0.0,0.0
3,-2.27,22.5,42.25,-0.2,1.13,1.8,28.28,-3.72,28.8,0.01
4,-2.73,22.89,42.33,0.41,1.13,1.8,28.28,-3.72,28.8,0.01
5,-2.73,22.89,42.33,0.41,0.9,1.48,27.89,-3.72,28.8,0.01
6,-2.73,22.89,42.33,0.41,0.9,1.48,27.89,-3.68,29.08,0.02
7,-2.51,23.33,42.31,-1.42,0.9,1.48,27.89,-3.68,29.08,0.02
8,-2.51,23.33,42.31,-1.42,1.78,1.98,28.23,-3.16,29.08,0.02
9,-2.1,23.33,42.31,-1.42,1.78,1.98,28.23,-3.16,29.37,0.2
