
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
23,-0.48,-4.14,48.19,-1.14,-3.6,3.17,-4.74,-3.08,21.41,0.92
24,8.28,-4.14,48.19,-1.14,-3.6,3.17,-4.74,-3.08,21.7,-9.31

0,-6.47,-0.46,48.48,-1.34,2.06,-0.03,-1.15,-5.75,25.82,-0.55
1,-6.47,-0.46,48.48,-1.34,2.06,-0.03,-0.6,-6.87,25.85,-0.55
2,-3.86,-1.14,49.33,-1.34,2.06,-0.03,-0.6,-6.87,25.85,-0.1
3,-3.86,-1.14,49.33,-0.91,2.18,-0.96,-0.6,-6.87,25.85,-0.1
4,-5.0,-1.14,49.33,-0.91,2.18,-0.96,-1.18,-4.83,25.73,-0.15
5,-5.0,-0.83,50.05,-0.91,2.18,-0.96,-1.18,-4.83,25.73,-0.15
6,-5.0,-0.83,50.05,0.97,1.38,0.47,-0.93,-5.74,25.73,-0.15
7,-4.38,-0.83,50.05,0.97,1.38,0.47,-0.93,-5.74,25.71,-0.95
8,-4.38,-0.83,49.29,0.62,1.38,0.47,-0.93,-5.74,25.71,-0.95
9,-4.38,-0.83,49.29,0.62,2.19,0.76,-0.97,-5.82,25.71,-0.95
10,-5.16,-0.83,49.29,0.62,2.19,0.76,-0.97,-5.82,25.81,-0.22
11,-5.16,-0.85,49.1,1.03,2.36,0.76,-0.97,-5.82,25.81,-0.22
12,-5.16,-0.85,49.1,1.03,2.36,0.45,-1.18,-6.18,25.91,-0.22
13,-3.83,-1.79,49.1,1.03,2.36,0.45,-1.18,-6.18,25.91,-0.23
14,-3.83,-1.79,49.51,-0.31,-0.37,0.45,-1.18,-6.18,25.91,-0.23
15,-3.83,-1.79,49.51,-0.31,-0.37,0.43,-2.05,-4.47,25.93,-0.23
16,-7.93,-1.18,49.51,-0.31,-0.37,0.43,-2.05,-4.47,25.93,-1.18
17,-7.93,-1.18,48.62,0.03,2.66,0.25,-2.05,-4.47,25.93,-1.18
18,-7.93,-1.18,48.62,0.03,2.66,0.25,-1.29,-6.93,26.06,-1.18
19,-7.93,-1.18,48.62,0.03,2.66,0.25,-1.29,-6.93,26.06,1.04
20,-3.46,-0.72,49.58,3.44,2.66,0.25,-1.29,-6.93,26.06,1.04
21,-3.46,-0.72,49.58,3.44,5.1,1.63,-0.28,-4.49,26.06,1.04
22,-2.73,-0.07,49.58,3.44,5.1,1.63,-0.28,-4.49,26.1,-0.13
23,-2.73,-0.07,44.85,10.14,13.82,0.96,-0.28,-4.49,26.1,-0.13
24,-2.73,-0.07,44.85,10.14,13.82,0.96,-2.62,-0.02,26.58,-0.07

0,-3.8,-2.93,49.83,0.55,1.52,-0.19,-3.85,-4.26,32.01,-0.06
1,-3.8,-2.93,49.83,0.55,1.52,-0.19,-3.31,-4.15,31.98,-0.06
2,-3.37,-2.7,49.83,0.55,1.52,-0.19,-3.31,-4.15,31.98,0.65
3,-3.37,-2.7,50.17,1.72,0.24,0.85,-3.31,-4.15,31.98,0.65
4,-3.37,-2.7,50.17,1.72,0.24,0.85,-3.22,-6.04,32.05,1.8
5,-1.63,-4.09,50.65,1.72,0.24,0.85,-3.22,-6.04,32.05,1.8
6,-1.63,-4.09,50.65,0.55,2.09,0.2,-4.14,-6.04,32.05,1.8
7,-3.81,-4.09,50.65,0.55,2.09,0.2,-4.14,-2.35,32.05,-1.05
8,-3.81,-2.85,48.38,-0.97,2.09,0.2,-4.14,-2.35,32.05,-1.05
9,-3.81,-2.85,48.38,-0.97,-0.84,-0.38,-3.49,-3.91,32.05,-1.05
10,-3.71,-2.85,48.38,-0.97,-0.84,-0.38,-3.49,-3.91,32.08,-0.41
11,-3.71,-2.88,49.44,-0.96,-0.84,-0.38,-3.49,-3.91,32.08,-0.41
12,-3.71,-2.88,49.44,-0.96,1.32,0.3,-3.21,-4.09,32.08,-0.41
13,-3.14,-2.88,49.44,-0.96,1.32,0.3,-3.21,-4.09,32.11,-0.38
14,-3.14,-2.84,49.53,0.4,1.79,0.3,-3.21,-4.09,32.11,-0.38
15,-3.14,-2.84,49.53,0.4,1.79,-0.03,-3.43,-3.6,32.14,-0.38
16,-2.76,-3.27,49.53,0.4,1.79,-0.03,-3.43,-3.6,32.14,-0.08
17,-2.76,-3.27,49.03,0.03,2.22,0.6,-3.43,-3.6,32.14,-0.08
18,-2.76,-3.27,49.03,0.03,2.22,0.6,-3.83,-3.37,32.2,-0.27
19,-2.76,-2.98,49.38,0.03,2.22,0.6,-3.83,-3.37,32.2,-0.27
20,-2.76,-2.98,49.38,0.61,1.59,0.81,-2.98,-3.37,32.2,-0.27
21,-2.19,-2.98,49.38,0.61,1.59,0.81,-2.98,-3.68,32.29,-0.26
22,-2.19,-0.83,49.16,5.86,1.59,0.81,-2.98,-3.68,32.29,-0.26
23,-2.19,-0.83,49.16,5.86,6.78,2.24,-1.16,-2.96,32.29,-0.26
24,1.49,-0.83,49.16,5.86,6.78,2.24,-1.16,-2.96,32.5,0.09

0,0.58,-2.88,49.08,-0.74,0.96,-0.37,-2.53,-0.04,36.97,-0.15
1,0.58,-2.88,49.08,-0.74,0.96,0.92,-3.5,0.49,37.01,-0.15
2,-0.19,-2.34,49.08,-0.74,0.96,0.92,-3.5,0.49,37.01,-0.26
3,-0.19,-2.34,50.01,0.26,-0.85,0.69,-3.5,0.49,37.01,-0.26
4,-0.19,-2.34,50.01,0.26,-0.85,0.69,-2.85,-1.27,37.13,0.37
5,-0.16,-2.33,49.36,0.26,-0.85,0.69,-2.85,-1.27,37.13,0.37
6,-0.16,-2.33,49.36,0.41,0.82,-0.71,-2.85,-1.27,37.13,0.37
7,-0.16,-2.33,49.36,0.41,0.82,-0.71,-2.78,-0.15,37.1,-0.48
8,-0.77,-2.49,49.51,0.41,0.82,-0.71,-2.78,-0.15,37.1,-0.48
9,-0.77,-2.49,49.51,0.71,0.88,-0.2,-3.44,-0.15,37.1,-0.48
10,-0.77,-2.49,49.51,0.71,0.88,-0.2,-3.44,-0.31,37.06,-0.1
11,-0.59,-3.26,49.62,-0.03,0.88,-0.2,-3.44,-0.31,37.06,-0.1
12,-0.59,-3.26,49.62,-0.03,0.22,0.83,-3.52,-1.04,37.06,-0.1
13,-1.32,-3.26,49.62,-0.03,0.22,0.83,-3.52,-1.04,37.12,-0.52
14,-1.32,-2.98,49.92,0.22,0.22,0.83,-3.52,-1.04,37.12,-0.52
15,-1.32,-2.98,49.92,0.22,1.06,-0.38,-3.4,-0.72,37.12,-0.52
16,-1.13,-2.98,49.92,0.22,1.06,-0.38,-3.4,-0.72,37.15,-0.28
17,-1.13,-2.96,49.84,0.39,1.03,-0.38,-3.4,-0.72,37.15,-0.28
18,-1.13,-2.96,49.84,0.39,1.03,0.37,-3.5,-0.76,37.17,-0.28
19,0.74,-1.47,49.84,0.39,1.03,0.37,-3.5,-0.76,37.17,-0.24
20,0.74,-1.47,49.06,1.57,1.57,0.93,-3.5,-0.76,37.17,-0.24
21,-0.22,-1.47,49.06,1.57,1.57,0.93,-0.89,1.39,37.26,0.21
22,-0.22,-1.32,51.01,1.57,1.57,0.93,-0.89,1.39,37.26,0.21
23,-0.22,-1.32,51.01,14.71,6.03,4.4,-4.94,-0.47,37.26,0.21
24,-1.79,-1.32,51.01,14.71,6.03,4.4,-4.94,-0.47,37.9,-0.04

0,-14.83,-3.39,66.82,-2.67,-0.52,5.62,-2.97,1.61,59.34,-3.62
1,-14.83,-3.39,66.82,10.92,-2.18,5.63,-2.32,1.61,59.34,-3.62
2,-14.83,-3.39,66.82,10.92,-2.18,5.63,-2.32,-8.85,60.76,2.6
3,-1.62,-1.59,43.05,10.92,-2.18,5.63,-2.32,-8.85,60.76,2.6
4,-1.62,-1.59,43.05,-6.57,4.39,0.74,-1.5,-8.85,60.76,2.6
5,-6.15,-1.59,43.05,-6.57,4.39,0.74,-1.5,-2.89,60.66,-0.45
6,-6.15,-2.91,51.86,6.12,-2.91,0.74,-1.5,-2.89,60.66,-0.45
7,-6.15,-2.91,51.86,6.12,-2.91,0.73,-3.42,-7.13,60.66,-0.45
8,-5.92,-3.3,51.86,6.12,-2.91,0.73,-3.42,-7.13,60.8,-0.17
9,-5.92,-3.3,48.23,2.66,0.77,0.72,-3.42,-7.13,60.8,-0.17
10,-5.92,-3.3,48.23,2.66,0.77,0.72,-3.99,-7.15,60.88,-0.19
11,-5.98,-4.57,51.43,2.66,0.77,0.72,-3.99,-7.15,60.88,-0.19
12,-5.98,-4.57,51.43,4.09,0.88,0.27,-5.08,-7.15,60.88,-0.19
13,-5.17,-4.57,51.43,4.09,0.88,0.27,-5.08,-6.3,60.91,-0.27
14,-5.17,-4.65,49.47,1.49,0.88,0.27,-5.08,-6.3,60.91,-0.27
15,-5.17,-4.65,49.47,1.49,0.77,1.39,-5.27,-5.97,60.91,-0.27
16,-7.71,-4.65,49.47,1.49,0.77,1.39,-5.27,-5.97,61.03,-0.26
17,-7.71,-4.82,48.72,0.39,0.77,1.39,-5.27,-5.97,61.03,-0.26
18,-7.71,-4.82,48.72,0.39,-0.23,0.85,-5.43,-8.16,61.25,-0.26
19,-5.86,-4.78,48.72,0.39,-0.23,0.85,-5.43,-8.16,61.25,-0.05
20,-5.86,-4.78,48.05,1.66,0.62,0.86,-5.43,-8.16,61.25,-0.05
21,-5.86,-4.78,48.05,1.66,0.62,0.86,-5.63,-6.91,61.37,-0.29
22,-3.93,-3.41,49.3,1.66,0.62,0.86,-5.63,-6.91,61.37,-0.29
23,-3.93,-3.41,49.3,5.59,-2.27,2.37,-5.63,-6.91,61.37,-0.29
24,-3.93,-3.41,49.3,5.59,-2.27,2.37,-4.03,-4.35,61.63,-3.9

0,-8.61,-2.79,49.96,3.14,-5.18,-2.04,-3.11,-1.65,67.72,-1.4
1,-8.61,-2.79,49.96,3.14,-5.18,-0.6,-3.5,-9.64,67.72,-1.4
2,-7.52,-2.79,49.96,3.14,-5.18,-0.6,-3.5,-9.64,67.74,0.95
3,-7.52,-2.86,48.34,0.76,1.88,-0.6,-3.5,-9.64,67.74,0.95
4,-7.52,-2.86,48.34,0.76,1.88,1.07,-3.13,-9.67,67.7,0.95
5,-3.89,-3.27,48.34,0.76,1.88,1.07,-3.13,-9.67,67.7,0.53
6,-3.89,-3.27,50.81,2.59,0.84,1.0,-3.13,-9.67,67.7,0.53
7,-3.89,-3.27,50.81,2.59,0.84,1.0,-3.74,-7.0,67.76,0.53
8,-5.32,-4.06,48.57,2.59,0.84,1.0,-3.74,-7.0,67.76,-0.02
9,-5.32,-4.06,48.57,0.07,0.96,1.81,-4.51,-7.0,67.76,-0.02
10,-8.37,-4.06,48.57,0.07,0.96,1.81,-4.51,-7.03,67.94,-0.18
11,-8.37,-4.25,50.16,0.87,0.96,1.81,-4.51,-7.03,67.94,-0.18
12,-8.37,-4.25,50.16,0.87,-1.59,0.56,-4.51,-7.03,67.94,-0.18
13,-8.36,-4.25,50.16,0.87,-1.59,0.56,-4.51,-10.0,68.17,-0.01
14,-8.36,-3.67,49.33,0.45,-1.59,0.56,-4.51,-10.0,68.17,-0.01
15,-8.36,-3.67,49.33,0.45,1.72,0.85,-4.27,-9.37,68.17,-0.01
16,-8.36,-3.67,49.33,0.45,1.72,0.85,-4.27,-9.37,68.28,-0.7
17,-6.08,-3.67,49.38,-0.39,1.72,0.85,-4.27,-9.37,68.28,-0.7
18,-6.08,-3.67,49.38,-0.39,1.68,0.29,-4.31,-9.37,68.28,-0.7
19,-6.08,-3.67,49.38,-0.39,1.68,0.29,-4.31,-7.17,68.31,-1.16
20,-7.86,-3.09,48.25,-0.39,1.68,0.29,-4.31,-7.17,68.31,-1.16
21,-7.86,-3.09,48.25,-0.57,1.57,0.61,-4.0,-7.17,68.31,-1.16
22,-7.86,-3.09,48.25,-0.57,1.57,0.61,-4.0,-9.12,68.48,-0.12
23,-5.69,-2.87,48.46,3.0,1.57,0.61,-4.0,-9.12,68.48,-0.12
24,-5.69,-2.87,48.46,3.0,4.38,2.06,-3.85,-7.15,68.48,-0.12

0,-7.76,-5.87,49.32,2.32,1.34,5.31,-7.07,-10.42,95.47,-0.8
1,-12.84,-5.87,49.32,2.32,1.34,5.31,-7.07,-10.42,96.31,-1.73
2,-12.84,-6.84,49.45,3.74,4.46,5.31,-7.07,-10.42,96.31,-1.73
3,-12.84,-6.84,49.45,3.74,4.46,2.83,-7.84,-12.22,96.31,-1.73
4,-3.5,-6.84,49.45,3.74,4.46,2.83,-7.84,-12.22,97.16,-0.04
5,-3.5,-7.9,47.41,1.92,4.15,2.83,-7.84,-12.22,97.16,-0.04
6,-3.5,-7.9,47.41,1.92,4.15,6.19,-9.2,-7.94,97.75,-0.04
7,-8.25,-9.24,47.41,1.92,4.15,6.19,-9.2,-7.94,97.75,-2.04
8,-8.25,-9.24,49.38,1.37,6.8,7.77,-9.2,-7.94,97.75,-2.04
9,-8.25,-9.24,49.38,1.37,6.8,7.77,-10.03,-8.82,99.23,1.73
10,-4.5,-8.08,48.36,1.37,6.8,7.77,-10.03,-8.82,99.23,1.73
11,-4.5,-8.08,48.36,1.35,7.65,15.48,-10.06,-8.82,99.23,1.73
12,-4.5,-8.08,48.36,1.35,7.65,15.48,-10.06,-7.91,101.3,-2.54
13,-6.42,-9.21,49.82,1.35,7.65,15.48,-10.06,-7.91,101.3,-2.54
14,-6.42,-9.21,49.82,2.63,5.8,2.84,-10.83,-7.91,101.3,-2.54
15,-5.58,-9.21,49.82,2.63,5.8,2.84,-10.83,-5.63,102.45,-0.33
16,-5.58,-9.85,48.99,3.28,5.8,2.84,-10.83,-5.63,102.45,-0.33
17,-5.58,-9.85,48.99,3.28,4.94,7.59,-11.31,-5.63,102.45,-0.33
18,-6.66,-9.85,48.99,3.28,4.94,7.59,-11.31,-6.03,103.47,-0.3
19,-6.66,-10.45,49.78,-0.85,1.93,7.59,-11.31,-6.03,103.47,-0.3
20,-6.66,-10.45,49.78,-0.85,1.93,3.23,-11.84,-6.85,104.23,-0.3
21,-4.12,-10.84,49.78,-0.85,1.93,3.23,-11.84,-6.85,104.23,0.74
22,-4.12,-10.84,49.42,1.85,4.66,3.23,-11.84,-6.85,104.23,0.74
23,-4.12,-10.84,49.42,1.85,4.66,1.93,-12.02,-4.55,104.5,0.74
24,-3.87,-9.33,46.79,1.85,4.66,1.93,-12.02,-4.55,104.5,-0.29

0,1.27,-6.59,48.48,15.72,-3.46,6.35,-3.76,-1.49,91.84,-0.3
1,1.27,-6.59,48.48,1.72,1.62,5.13,-5.73,-1.49,91.84,-0.3
2,1.17,-6.59,48.48,1.72,1.62,5.13,-5.73,2.03,92.65,-3.7
3,1.17,-5.45,48.78,4.46,1.62,5.13,-5.73,2.03,92.65,-3.7
4,1.17,-5.45,48.78,4.46,3.38,0.53,-6.44,1.84,92.65,-3.7
5,0.3,-5.45,48.78,4.46,3.38,0.53,-6.44,1.84,93.15,1.04
6,0.3,-4.92,49.91,-0.73,1.65,0.53,-6.44,1.84,93.15,1.04
7,0.3,-4.92,49.91,-0.73,1.65,1.68,-7.33,0.92,93.37,1.04
8,2.02,-4.87,49.91,-0.73,1.65,1.68,-7.33,0.92,93.37,-0.17
9,2.02,-4.87,49.29,-1.77,-1.17,1.68,-7.33,0.92,93.37,-0.17
10,2.02,-4.87,49.29,-1.77,-1.17,-0.87,-6.35,2.3,93.38,-0.17
11,-0.35,-4.72,49.29,-1.77,-1.17,-0.87,-6.35,2.3,93.38,-0.2
12,-0.35,-4.72,49.83,-0.04,1.0,-0.87,-6.35,2.3,93.38,-0.2
13,-0.35,-4.72,49.83,-0.04,1.0,-0.01,-5.4,0.18,93.39,-0.2
14,1.17,-5.92,49.83,-0.04,1.0,-0.01,-5.4,0.18,93.39,0.72
15,1.17,-5.92,48.58,0.78,0.96,-0.16,-5.4,0.18,93.39,0.72
16,1.17,-5.92,48.58,0.78,0.96,-0.16,-6.83,1.63,93.28,0.72
17,0.61,-5.66,48.8,0.78,0.96,-0.16,-6.83,1.63,93.28,0.19
18,0.61,-5.66,48.8,2.24,-0.17,0.88,-6.83,1.63,93.28,0.19
19,0.61,-5.66,48.8,2.24,-0.17,0.88,-6.56,0.51,93.33,0.03
20,1.01,-6.18,48.27,2.24,-0.17,0.88,-6.56,0.51,93.33,0.03
21,1.01,-6.18,48.27,6.2,1.79,1.23,-7.63,0.51,93.33,0.03
22,1.07,-6.18,48.27,6.2,1.79,1.23,-7.63,2.51,93.5,0.23
23,1.07,-17.1,64.76,17.11,1.79,1.23,-7.63,2.51,93.5,0.23
24,1.07,-17.1,64.76,17.11,4.84,3.01,-13.24,5.75,93.5,0.23

0,4.01,-2.93,50.39,0.16,0.67,-1.91,-3.3,2.4,115.59,0.22
1,4.01,-2.93,50.39,0.16,7.28,-3.34,-4.07,1.99,115.59,0.22
2,-0.29,-2.93,50.39,0.16,7.28,-3.34,-4.07,1.99,115.31,-0.15
3,-0.29,-2.78,48.15,-2.63,7.28,-3.34,-4.07,1.99,115.31,-0.15
4,-0.29,-2.78,48.15,-2.63,1.79,1.8,-3.03,-0.33,115.31,-0.15
5,0.72,-1.88,48.15,-2.63,1.79,1.8,-3.03,-0.33,115.14,-0.35
6,0.72,-1.88,48.88,-0.17,4.02,1.71,-3.03,-0.33,115.14,-0.35
7,0.72,-1.88,48.88,-0.17,4.02,1.71,-2.17,-0.13,115.44,-0.35
8,1.47,-1.88,48.88,-0.17,4.02,1.71,-2.17,-0.13,115.44,-0.34
9,1.47,-3.02,49.57,3.27,-2.76,1.71,-2.17,-0.13,115.44,-0.34
10,1.47,-3.02,49.57,3.27,-2.76,1.01,-3.3,-0.54,115.56,-0.28
11,-0.61,-3.53,48.86,4.55,-2.76,1.01,-3.3,-0.54,115.56,-0.28
12,-0.61,-3.53,48.86,4.55,1.84,-0.53,-3.88,-0.67,115.56,-0.28
13,-0.06,-3.53,48.86,4.55,1.84,-0.53,-3.88,-0.67,115.61,-0.27
14,-0.06,-4.23,50.15,3.45,-2.54,-0.53,-3.88,-0.67,115.61,-0.27
15,-0.06,-4.23,50.15,3.45,-2.54,-2.39,-4.82,-1.22,115.31,-0.27
16,-2.1,-4.62,50.15,3.45,-2.54,-2.39,-4.82,-1.22,115.31,-0.24
17,-2.1,-4.62,50.49,3.27,0.52,-2.13,-4.82,-1.22,115.31,-0.24
18,-2.1,-4.62,50.49,3.27,0.52,-2.13,-5.44,-2.2,114.97,-0.24
19,-2.33,-4.68,49.9,3.27,0.52,-2.13,-5.44,-2.2,114.97,-0.14
20,-2.33,-4.68,49.9,2.87,4.22,-3.43,-5.44,-2.2,114.97,-0.14
21,-2.33,-4.68,49.9,2.87,4.22,-3.43,-4.57,-4.09,114.44,-0.11
22,-3.99,-3.38,53.41,2.87,4.22,-3.43,-4.57,-4.09,114.44,-0.11
23,-3.99,-3.38,53.41,4.07,9.01,-7.14,-5.35,-4.09,114.44,-0.11
24,0.2,-3.38,53.41,4.07,9.01,-7.14,-5.35,-1.67,113.29,1.39

0,-3.62,-3.45,49.41,0.84,2.15,1.14,-4.82,-2.84,111.18,-0.02
1,-3.62,-3.45,49.41,0.84,1.48,0.51,-3.66,-2.4,111.18,-0.02
2,-1.27,-3.45,49.41,0.84,1.48,0.51,-3.66,-2.4,111.28,-0.07
3,-1.27,-4.22,48.37,0.21,3.58,0.51,-3.66,-2.4,111.28,-0.07
4,-1.27,-4.22,48.37,0.21,3.58,0.96,-4.58,-2.78,111.4,-0.07
5,-0.78,-4.25,49.5,0.21,3.58,0.96,-4.58,-2.78,111.4,-0.16
6,-0.78,-4.25,49.5,-0.41,-0.41,1.04,-4.98,-2.78,111.4,-0.16
7,-0.78,-4.25,49.5,-0.41,-0.41,1.04,-4.98,-2.28,111.51,-0.5
8,-3.98,-3.37,47.78,-0.41,-0.41,1.04,-4.98,-2.28,111.51,-0.5
9,-3.98,-3.37,47.78,-1.27,1.99,0.42,-4.24,-2.28,111.51,-0.5
10,-1.33,-3.37,47.78,-1.27,1.99,0.42,-4.24,-3.25,111.69,-0.11
11,-1.33,-4.31,49.83,-0.8,1.99,0.42,-4.24,-3.25,111.69,-0.11
12,-1.33,-4.31,49.83,-0.8,0.85,0.96,-4.6,-2.47,111.69,-0.11
13,-3.66,-4.31,49.83,-0.8,0.85,0.96,-4.6,-2.47,111.79,-0.3
14,-3.66,-3.09,49.37,-0.42,0.85,0.96,-4.6,-2.47,111.79,-0.3
15,-3.66,-3.09,49.37,-0.42,1.88,-0.26,-4.11,-2.47,111.79,-0.3
16,-3.66,-3.09,49.37,-0.42,1.88,-0.26,-4.11,-1.68,111.91,-0.07
17,-0.96,-3.83,49.32,-0.13,1.83,-0.26,-4.11,-1.68,111.91,-0.07
18,-0.96,-3.83,49.32,-0.13,1.83,2.02,-4.44,-3.37,112.05,-0.07
19,1.16,-1.16,49.32,-0.13,1.83,2.02,-4.44,-3.37,112.05,-0.03
20,1.16,-1.16,47.5,2.68,5.64,2.02,-4.44,-3.37,112.05,-0.03
